SchoolID,NAME,Managed by Network,Geographic Area,"ES
or
HS","20th DAY
2013-14 School
Enrollment",Total # CR,IC,School's Space Utilization Index,"Space Use Status - 
Permanent","Moible
CR's","Leased
Cr's",Adj IC,Adj Util,"Space Use Status - 
Adjusted",,,,,,,,,
609708,FOREMAN HS,1,Albany Irving,HS,1507,57.5,"1,380",109%,Efficient,10,,"1,620",93%,Efficient,,,,,,,,,
609924,FORT DEARBORN,11,Auburn Gresham,ES,416,43.0,990,42%,Underutilized,,,,42%,Underutilized,,,,,,,,,
609927,FOSTER PARK,11,Auburn Gresham,ES,395,34.0,780,51%,Underutilized,4,,870,45%,Underutilized,,,,,,,,,
609926,FRANKLIN,4,Lincoln Park,ES,371,17.0,390,95%,Efficient,,,,95%,Efficient,,,,,,,,,
610503,FRAZIER INTL,5,North Lawndale,ES,265,13.0,300,88%,Efficient,,,,88%,Efficient,,,,,,,,,
400040,FRAZIER PREP,Charter,North Lawndale,ES,456,25.0,570,80%,Efficient,,,,80%,Efficient,,,,,,,,,
609928,FULLER,AUSL,Bronzeville,ES,299,25.0,570,52%,Underutilized,,,,52%,Underutilized,,,,,,,,,
609929,FULTON,11,Englewood,ES,498,40.0,900,55%,Underutilized,,,,55%,Underutilized,,,,,,,,,
609930,FUNSTON,4,Logan,ES,591,34.5,780,76%,Underutilized,,,,76%,Underutilized,,,,,,,,,
609709,GAGE PARK HS,8,McKinley Park,HS,613,48.0,"1,152",53%,Underutilized,,,,53%,Underutilized,,,,,,,,,
400041,GALAPAGOS,Charter,Garfield - West Humboldt,ES,346,15.0,330,105%,Efficient,,,,105%,Efficient,,,,,,,,,
609933,GALE,2,Ravenswood,ES,462,43.5,990,47%,Underutilized,,,,47%,Underutilized,,,,,,,,,
610009,GALILEO,6,Near West,ES,559,28.5,630,89%,Efficient,,,,89%,Efficient,,,,,,,,,
609935,GALLISTEL,13,Far East Side,ES,1326,30.5,690,192%,Overcrowded,8,24,"1,440",92%,Efficient,,,,,,,,,
610128,"GARVEY, M",13,Far South Side,ES,292,27.5,630,46%,Underutilized,,,,46%,Underutilized,,,,,,,,,
609937,"GARVY, J",1,Sauganash,ES,792,30.0,690,115%,Efficient,,,,115%,Efficient,,,,,,,,,
609938,GARY,7,Pilsen - Little Village,ES,1206,54.0,"1,230",98%,Efficient,,,,98%,Efficient,,,,,,,,,
609939,GILLESPIE,12,Chatham,ES,601,42.0,960,63%,Underutilized,,,,63%,Underutilized,,,,,,,,,
400009,GLOBAL CITIZENSIHP ACAD,Charter,McKinley Park,ES,350,18.0,390,90%,Efficient,,,,90%,Efficient,,,,,,,,,
609942,GOETHE,4,Logan,ES,807,35.5,810,100%,Efficient,,,,100%,Efficient,,,,,,,,,
609943,GOMPERS,13,Far South Side,ES,526,42.0,960,55%,Underutilized,,,,55%,Underutilized,,,,,,,,,
610558,GOODE HS,10,Ashburn,HS,462,40.0,960,48%,Underutilized,,,,48%,Underutilized,,,,,,,,,
609945,GOUDY,2,Ravenswood,ES,797,37.5,840,95%,Efficient,,,,95%,Efficient,,,,,,,,,
609947,GRAHAM ELEM,6,Bridgeport - Chinatown,ES,476,44.0,990,48%,Underutilized,,,,48%,Underutilized,,,,,,,,,
609769,GRAHAM HS,6,Loop,HS,123,8.0,83,148%,Overcrowded,4,,124,99%,Efficient,,,,,,,,,
609949,GRAY,1,Albany Irving,ES,1303,46.5,"1,050",124%,Overcrowded,4,,"1,140",114%,Efficient,,,,,,,,,
609850,GREELEY,4,Lincoln Park,ES,637,25.0,570,112%,Efficient,,,,112%,Efficient,,,,,,,,,
610032,"GREEN, W",11,Auburn Gresham,ES,302,22.0,480,63%,Underutilized,,,,63%,Underutilized,,,,,,,,,
609952,"GREENE, N",8,McKinley Park,ES,642,29.0,660,97%,Efficient,,,,97%,Efficient,,,,,,,,,
609954,GREGORY,5,Garfield - West Humboldt,ES,435,40.0,900,48%,Underutilized,,,,48%,Underutilized,,,,,,,,,
609955,GRESHAM,11,Auburn Gresham,ES,318,39.0,900,35%,Underutilized,,,,35%,Underutilized,,,,,,,,,
609956,GRIMES,10,MDW,ES,477,14.0,300,159%,Overcrowded,8,,480,99%,Efficient,,,,,,,,,
609944,GRISSOM,13,Far East Side,ES,339,13.0,300,113%,Efficient,2,,330,103%,Efficient,,,,,,,,,
609958,GUNSAULUS,8,McKinley Park,ES,862,38.5,870,99%,Efficient,,,,99%,Efficient,,,,,,,,,
609959,HAINES,6,Bridgeport - Chinatown,ES,672,30.5,690,97%,Efficient,,,,97%,Efficient,,,,,,,,,
609960,HALE,10,MDW,ES,872,38.5,870,100%,Efficient,,,,100%,Efficient,,,,,,,,,
609808,HALEY,13,Far South Side,ES,651,38.5,870,75%,Underutilized,,,,75%,Underutilized,,,,,,,,,
609963,HAMILTON,4,Lincoln Park,ES,381,22.0,480,79%,Underutilized,,,,79%,Underutilized,,,,,,,,,
609964,HAMLINE,8,McKinley Park,ES,681,37.0,840,81%,Efficient,,,,81%,Efficient,,,,,,,,,
609966,HAMMOND,OS4,Pilsen - Little Village,ES,515,20.0,450,114%,Efficient,,,,114%,Efficient,,,,,,,,,
609807,HAMPTON,10,Ashburn,ES,614,30.5,690,89%,Efficient,,,,89%,Efficient,,,,,,,,,
609694,HANCOCK HS,OS4,McKinley Park,HS,928,37.0,888,105%,Efficient,,,,105%,Efficient,,,,,,,,,
610068,HANSON PARK,3,Belmont Cragin,ES,1612,46.0,"1,050",154%,Overcrowded,6,18,"1,590",101%,Efficient,,,,,,,,,
609710,HARLAN HS,12,Chatham,HS,918,58.0,"1,392",66%,Underutilized,,,,66%,Underutilized,,,,,,,,,
609711,HARPER HS,11,Englewood,HS,482,60.0,"1,440",33%,Underutilized,,,,33%,Underutilized,,,,,,,,,
609969,HARTE,9,Hyde Park,ES,363,16.0,360,101%,Efficient,,,,101%,Efficient,,,,,,,,,
609971,HARVARD,AUSL,Auburn Gresham,ES,501,27.5,630,80%,Efficient,,,,80%,Efficient,,,,,,,,,
609972,HAUGAN,1,Albany Irving,ES,1207,56.0,"1,290",94%,Efficient,,,,94%,Efficient,,,,,,,,,
609974,HAWTHORNE,4,Lincoln Park,ES,574,29.0,660,87%,Efficient,,,,87%,Efficient,,,,,,,,,
609975,HAY,3,Austin,ES,541,30.5,690,78%,Underutilized,,,,78%,Underutilized,,,,,,,,,
609976,HAYT,2,Ravenswood,ES,984,40.0,900,109%,Efficient,,,,109%,Efficient,,,,,,,,,
609979,HEALY,6,Bridgeport - Chinatown,ES,1418,50.0,"1,140",124%,Overcrowded,,,,124%,Overcrowded,,,,,,,,,
609981,HEARST,10,MDW,ES,353,35.0,780,45%,Underutilized,,,,45%,Underutilized,,,,,,,,,
609983,HEDGES,8,McKinley Park,ES,850,34.0,780,109%,Efficient,,8,960,89%,Efficient,,,,,,,,,
609985,HEFFERAN,5,Garfield - West Humboldt,ES,427,28.5,630,68%,Underutilized,,,,68%,Underutilized,,,,,,,,,
609986,HENDERSON,11,Englewood,ES,370,32.0,720,51%,Underutilized,,,,51%,Underutilized,,,,,,,,,
609987,HENDRICKS,9,Bronzeville,ES,271,26.0,600,45%,Underutilized,,,,45%,Underutilized,,,,,,,,,
609988,HENRY,1,Albany Irving,ES,683,31.0,690,99%,Efficient,,,,99%,Efficient,,,,,,,,,
610532,HERNANDEZ,8,McKinley Park,ES,916,50.0,"1,140",80%,Efficient,,,,80%,Efficient,,,,,,,,,
609991,HERZL,AUSL,North Lawndale,ES,554,58.0,"1,320",42%,Underutilized,,,,42%,Underutilized,,,,,,,,,
609994,HIBBARD,1,Albany Irving,ES,1221,57.5,"1,320",93%,Efficient,,,,93%,Efficient,,,,,,,,,
610295,HIGGINS,13,Far South Side,ES,410,24.5,540,76%,Underutilized,,,,76%,Underutilized,,,,,,,,,
610299,HINTON,11,Englewood,ES,248,35.5,810,31%,Underutilized,,,,31%,Underutilized,,,,,,,,,
609712,HIRSCH HS,12,South Shore,HS,273,45.0,"1,080",25%,Underutilized,,,,25%,Underutilized,,,,,,,,,
609995,HITCH,1,Sauganash,ES,586,19.0,420,140%,Overcrowded,,,,140%,Overcrowded,,,,,,,,,
609996,HOLDEN,6,Bridgeport - Chinatown,ES,528,29.0,660,80%,Efficient,4,,750,70%,Underutilized,,,,,,,,,
609997,HOLMES,OS4,Englewood,ES,274,34.0,780,35%,Underutilized,,,,35%,Underutilized,,,,,,,,,
609768,HOPE HS,11,Englewood,HS,391,31.0,744,53%,Underutilized,,,,53%,Underutilized,,,,,,,,,
400043,HOPE INSTITUTE,Contract,Near West,ES,398,74.0,"1,680",24%,Underutilized,,,,32%,Underutilized,,,,,,,,,
610000,HOWE,AUSL,Austin,ES,646,28.0,630,103%,Efficient,,,,103%,Efficient,,,,,,,,,
610002,HOYNE,12,South Shore,ES,253,15.0,330,77%,Underutilized,,,,77%,Underutilized,,,,,,,,,
609741,HUBBARD HS,10,Chicago Lawn,HS,1615,59.0,"1,416",114%,Efficient,,,,114%,Efficient,,,,,,,,,
610005,"HUGHES, C",5,North Lawndale,ES,329,23.0,510,65%,Underutilized,,,,65%,Underutilized,,,,,,,,,
610368,"HUGHES, L",13,Far South Side,ES,606,38.0,870,70%,Underutilized,,,,70%,Underutilized,,,,,,,,,
610006,HURLEY,10,Chicago Lawn,ES,854,28.0,630,136%,Overcrowded,6,,780,109%,Efficient,,,,,,,,,
609713,HYDE PARK HS,9,Woodlawn,HS,1001,93.0,"2,232",45%,Underutilized,,,,45%,Underutilized,,,,,,,,,
610384,INFINITY HS,7,Pilsen - Little Village,HS,411,15.0,360,114%,Efficient,,,,114%,Efficient,,,,,,,,,
400164,INSTITUTO - LOZANO HS,Options,Pilsen - Little Village,HS,81,N/A,165,49%,Underutilized,,,,49%,Underutilized,,,,,,,,,
400104,INSTITUTO HEALTH SCIENCES HS,Charter,Pilsen - Little Village,HS,762,14.0,336,227%,Overcrowded,,,,227%,Overcrowded,,,,,,,,,
400148,INSTITUTO JUSTICE & LEADERSHIP HS,Options,Pilsen - Little Village,HS,165,N/A,165,100%,Efficient,,,,100%,Efficient,,,,,,,,,
610078,INTER-AMERICAN,4,Lincoln Park,ES,667,43.5,990,67%,Underutilized,,,,67%,Underutilized,,,,,,,,,
400162,INTRINSIC,Charter,Loop,HS,184,10.0,240,77%,Underutilized,,,,77%,Underutilized,,,,,,,,,
610121,IRVING,6,Near West,ES,488,24.0,540,90%,Efficient,,,,90%,Efficient,,,,,,,,,
610060,"JACKSON, A",6,Near West,ES,567,22.0,480,118%,Efficient,,,,118%,Efficient,,,,,,,,,
610369,"JACKSON, M",11,Auburn Gresham,ES,339,33.5,750,45%,Underutilized,,,,45%,Underutilized,,,,,,,,,
610010,JAHN,4,Lincoln Park,ES,469,23.0,510,92%,Efficient,,,,92%,Efficient,,,,,,,,,
610011,JAMIESON,2,Ravenswood,ES,900,30.0,690,130%,Overcrowded,4,,780,115%,Efficient,,,,,,,,,
609783,JEFFERSON HS,Options,Near West,HS,252,N/A,300,84%,Efficient,,,,84%,Efficient,,,,,,,,,
610012,JENNER,6,Loop,ES,278,31.0,690,40%,Underutilized,,,,40%,Underutilized,,,,,,,,,
610271,JENSEN,5,Garfield - West Humboldt,ES,503,34.0,780,64%,Underutilized,,,,64%,Underutilized,,,,,,,,,
610274,JOHNSON,AUSL,North Lawndale,ES,435,31.0,690,63%,Underutilized,,,,63%,Underutilized,,,,,,,,,
609678,JONES HS,6,Loop,HS,1124,80.0,"1,920",59%,Underutilized,,,,59%,Underutilized,,,,,,,,,
609805,JOPLIN,OS4,Auburn Gresham,ES,484,37.5,840,58%,Underutilized,,,,58%,Underutilized,,,,,,,,,
609865,JORDAN,2,Ravenswood,ES,656,28.0,630,104%,Efficient,,,,104%,Efficient,,,,,,,,,
609764,JUAREZ HS,OS4,Pilsen - Little Village,HS,1684,66.0,"1,584",106%,Efficient,,,,106%,Efficient,,,,,,,,,
609762,JULIAN HS,OS4,Beverly,HS,1057,72.0,"1,728",61%,Underutilized,,,,61%,Underutilized,,,,,,,,,
610015,JUNGMAN,7,Pilsen - Little Village,ES,272,22.0,480,57%,Underutilized,,,,57%,Underutilized,,,,,,,,,
609920,KANOON,7,Pilsen - Little Village,ES,747,28.0,630,119%,Efficient,,,,119%,Efficient,,,,,,,,,
610084,KELLER,10,Beverly,ES,248,10.0,210,118%,Efficient,,,,118%,Efficient,,,,,,,,,
609925,KELLMAN,5,Garfield - West Humboldt,ES,439,35.0,780,56%,Underutilized,,,,56%,Underutilized,,,,,,,,,
610016,KELLOGG,10,Beverly,ES,265,11.0,240,110%,Efficient,4,,330,80%,Efficient,,,,,,,,,
609715,KELLY HS,OS4,McKinley Park,HS,2537,78.0,"1,872",136%,Overcrowded,,,,136%,Overcrowded,,,,,,,,,
609716,KELVYN PARK HS,OS4,Logan,HS,890,52.0,"1,248",71%,Underutilized,,,,71%,Underutilized,,,,,,,,,
609718,KENNEDY HS,10,MDW,HS,1506,53.0,"1,272",118%,Efficient,,,,118%,Efficient,,,,,,,,,
609746,KENWOOD HS,9,Hyde Park,HS,1814,69.0,"1,656",110%,Efficient,,,,110%,Efficient,,,,,,,,,
610019,KERSHAW,11,Englewood,ES,277,22.0,480,58%,Underutilized,,,,58%,Underutilized,,,,,,,,,
610022,KILMER,2,Ravenswood,ES,804,49.0,"1,110",72%,Underutilized,,,,72%,Underutilized,,,,,,,,,
609751,KING HS,9,Bronzeville,HS,804,63.0,"1,512",53%,Underutilized,,,,53%,Underutilized,,,,,,,,,
610026,KINZIE,10,MDW,ES,684,44.0,990,69%,Underutilized,,,,69%,Underutilized,,,,,,,,,
610027,KIPLING,11,Auburn Gresham,ES,402,21.0,480,84%,Efficient,4,,570,71%,Underutilized,,,,,,,,,
400163,KIPP - BLOOM,Charter,Englewood,ES,84,24.0,540,16%,Underutilized,,,,16%,Underutilized,,,,,,,,,
400044,KIPP ASCEND,Charter,North Lawndale,ES,744,49.0,"1,110",67%,Underutilized,,,,67%,Underutilized,,,,,,,,,
400146,KIPP CREATE,Charter,Austin,ES,166,20.5,450,37%,Underutilized,,,,37%,Underutilized,,,,,,,,,
610030,KOZMINSKI,9,Hyde Park,ES,394,34.5,780,51%,Underutilized,,,,51%,Underutilized,,,,,,,,,
609719,LAKE VIEW HS,2,Ravenswood,HS,1436,58.0,"1,392",103%,Efficient,,,,103%,Efficient,,,,,,,,,
609720,LANE HS,4,Logan,HS,4120,156.0,"3,744",110%,Efficient,,,,110%,Efficient,,,,,,,,,
609869,LANGFORD,11,Englewood,ES,444,24.0,540,82%,Efficient,,,,82%,Efficient,,,,,,,,,
609993,LARA,8,McKinley Park,ES,540,26.5,600,90%,Efficient,,,,90%,Efficient,,,,,,,,,
610033,LASALLE,4,Lincoln Park,ES,555,24.5,540,103%,Efficient,,,,103%,Efficient,,,,,,,,,
610520,LASALLE II,6,Near North,ES,623,42.0,960,65%,Underutilized,,,,65%,Underutilized,,,,,,,,,
610208,LAVIZZO,13,Far South Side,ES,401,29.0,660,61%,Underutilized,,,,61%,Underutilized,,,,,,,,,
610034,LAWNDALE,OS4,North Lawndale,ES,480,39.0,900,53%,Underutilized,,,,53%,Underutilized,,,,,,,,,
400046,LEARN - 1 / BUTLER,Charter,North Lawndale,ES,634,24.0,540,117%,Efficient,,,,117%,Efficient,,,,,,,,,
400048,LEARN - 2 / EXCEL,Charter,Near West,ES,401,18.0,390,103%,Efficient,,,,103%,Efficient,,,,,,,,,
400047,LEARN - 3 / CAMPBELL,Charter,Garfield - West Humboldt,ES,442,19.0,420,105%,Efficient,,,,105%,Efficient,,,,,,,,,
400111,LEARN - 5 / PERKINS,Charter,Auburn Gresham,ES,398,19.0,420,95%,Efficient,,,,95%,Efficient,,,,,,,,,
400107,LEARN- 4 / SOUTH CHICAGO,Charter,South Shore,ES,383,27.0,600,64%,Underutilized,,,,64%,Underutilized,,,,,,,,,
400151,LEARN 7,Charter,Garfield - West Humboldt,ES,201,9.0,180,112%,Efficient,,,,112%,Efficient,,,,,,,,,
400165,LEARN 8 MIDDLE,Charter,Garfield - West Humboldt,ES,200,7.0,150,133%,Overcrowded,,,,133%,Overcrowded,,,,,,,,,
610291,LEE,10,Chicago Lawn,ES,878,21.0,480,183%,Overcrowded,12,,750,117%,Efficient,,,,,,,,,
400049,LEGACY,Charter,North Lawndale,ES,496,34.0,780,64%,Underutilized,,,,64%,Underutilized,,,,,,,,,
400119,LEGAL PREP HS,Charter,Garfield - West Humboldt,HS,228,25.0,600,38%,Underutilized,,,,38%,Underutilized,,,,,,,,,
610305,LELAND,3,Austin,ES,673,45.0,"1,020",66%,Underutilized,,,,66%,Underutilized,,,,,,,,,
610298,LENART,11,Auburn Gresham,ES,303,19.0,420,72%,Underutilized,,,,72%,Underutilized,,,,,,,,,
610036,LEWIS,AUSL,Austin,ES,488,46.0,"1,050",46%,Underutilized,,,,46%,Underutilized,,,,,,,,,
610037,LIBBY,11,Englewood,ES,510,47.5,"1,080",47%,Underutilized,,,,47%,Underutilized,,,,,,,,,
610038,LINCOLN,4,Lincoln Park,ES,808,28.0,630,128%,Overcrowded,,7,780,104%,Efficient,,,,,,,,,
609738,LINCOLN PARK HS,4,Lincoln Park,HS,2230,85.0,"2,040",109%,Efficient,,,,109%,Efficient,,,,,,,,,
610391,LINDBLOM HS,11,Englewood,HS,1156,56.0,"1,344",86%,Efficient,,,,86%,Efficient,,,,,,,,,
610039,LINNE,4,Logan,ES,677,32.0,720,94%,Efficient,,,,94%,Efficient,,,,,,,,,
400137,LITTLE BLACK PEARL,Options,Bronzeville,HS,148,N/A,200,74%,Underutilized,,,,74%,Underutilized,,,,,,,,,
609834,LITTLE VILLAGE ES,7,Pilsen - Little Village,ES,868,28.0,630,138%,Overcrowded,4,,720,121%,Overcrowded,,,,,,,,,
610040,LLOYD,3,Belmont Cragin,ES,1268,51.5,"1,170",108%,Efficient,,,,108%,Efficient,,,,,,,,,
400011,LOCKE A,Charter,Garfield - West Humboldt,ES,570,20.0,450,127%,Overcrowded,,,,127%,Overcrowded,,,,,,,,,
610041,LOCKE J,3,Belmont Cragin,ES,1389,41.0,930,149%,Overcrowded,8,,"1,110",125%,Overcrowded,,,,,,,,,
610325,LOGANDALE,4,Logan,ES,894,45.0,"1,020",88%,Efficient,,,,88%,Efficient,,,,,,,,,
610541,LORCA,4,Logan,ES,905,36.0,810,112%,Efficient,,,,112%,Efficient,,,,,,,,,
610043,LOVETT,3,Belmont Cragin,ES,469,32.0,720,65%,Underutilized,,,,65%,Underutilized,,,,,,,,,
610044,LOWELL,5,Humboldt Park,ES,644,41.5,930,69%,Underutilized,,,,69%,Underutilized,,,,,,,,,
610029,LOZANO,6,Near North,ES,290,21.0,480,60%,Underutilized,,,,60%,Underutilized,,,,,,,,,
610046,LYON,3,Belmont Cragin,ES,1425,52.0,"1,200",119%,Efficient,4,,"1,290",110%,Efficient,,,,,,,,,
610215,MADERO,7,Pilsen - Little Village,ES,316,25.0,570,55%,Underutilized,,,,55%,Underutilized,,,,,,,,,
610047,MADISON,12,South Shore,ES,233,33.0,750,31%,Underutilized,,,,31%,Underutilized,,,,,,,,,
610574,MANDELA HS,Options,South Shore,HS,115,N/A,240,48%,Underutilized,,,,48%,Underutilized,,,,,,,,,
610048,MANIERRE,OS4,Lincoln Park,ES,359,42.0,960,37%,Underutilized,,,,37%,Underutilized,,,,,,,,,
609722,MANLEY HS,5,Garfield - West Humboldt,HS,450,64.0,"1,536",29%,Underutilized,,,,29%,Underutilized,,,,,,,,,
610052,MANN,12,South Shore,ES,423,44.0,990,43%,Underutilized,,,,43%,Underutilized,,,,,,,,,
610502,MARINE MILITARY HS,6,Near West,HS,401,24.0,576,70%,Underutilized,,,,70%,Underutilized,,,,,,,,,
610053,MARQUETTE,AUSL,Chicago Lawn,ES,1296,63.0,"1,440",90%,Efficient,,,,90%,Efficient,,,,,,,,,
610054,MARSH,13,Far East Side,ES,882,38.5,870,101%,Efficient,,,,101%,Efficient,,,,,,,,,
609723,MARSHALL HS,5,Garfield - West Humboldt,HS,624,69.0,"1,656",38%,Underutilized,,,,38%,Underutilized,,,,,,,,,
610321,MARSHALL MIDDLE,1,Albany Irving,ES,275,23.5,540,51%,Underutilized,,,,51%,Underutilized,,,,,,,,,
610056,MASON,5,North Lawndale,ES,485,62.0,"1,410",34%,Underutilized,,,,34%,Underutilized,,,,,,,,,
609724,MATHER HS,2,Ravenswood,HS,1623,55.0,"1,320",123%,Overcrowded,,,,123%,Overcrowded,,,,,,,,,
610059,MAYER,4,Lincoln Park,ES,614,39.5,900,68%,Underutilized,,,,68%,Underutilized,,,,,,,,,
610290,MAYS,11,Englewood,ES,606,31.0,690,88%,Efficient,,,,88%,Efficient,,,,,,,,,
609968,MCAULIFFE,4,Logan,ES,677,35.0,780,87%,Efficient,,,,87%,Efficient,,,,,,,,,
610062,MCCLELLAN,6,Bridgeport - Chinatown,ES,293,19.5,450,65%,Underutilized,,,,65%,Underutilized,,,,,,,,,
610063,MCCORMICK,7,Pilsen - Little Village,ES,875,37.0,840,104%,Efficient,2,,900,97%,Efficient,,,,,,,,,
610269,MCCUTCHEON,2,Ravenswood,ES,502,27.5,630,80%,Efficient,,,,80%,Efficient,,,,,,,,,
610066,MCDADE,12,Chatham,ES,189,7.0,150,126%,Overcrowded,,,,126%,Overcrowded,,,,,,,,,
610312,MCDOWELL,12,South Shore,ES,194,8.0,180,108%,Efficient,2,,210,92%,Efficient,,,,,,,,,
610067,MCKAY,10,Chicago Lawn,ES,884,48.0,"1,080",82%,Efficient,,,,82%,Efficient,,,,,,,,,
610282,MCNAIR,3,Austin,ES,382,31.0,690,55%,Underutilized,,,,55%,Underutilized,,,,,,,,,
610070,MCPHERSON,2,Ravenswood,ES,827,49.0,"1,110",75%,Underutilized,,,,75%,Underutilized,,,,,,,,,
610293,MELODY,5,Garfield - West Humboldt,ES,618,47.0,"1,080",57%,Underutilized,,,,57%,Underutilized,,,,,,,,,
609902,METCALFE,13,Far South Side,ES,530,37.0,840,63%,Underutilized,,,,63%,Underutilized,,,,,,,,,
610171,MIRELES,12,South Shore,ES,744,64.0,"1,470",51%,Underutilized,2,,"1,500",50%,Underutilized,,,,,,,,,
610073,MITCHELL,5,Humboldt Park,ES,362,20.5,450,80%,Efficient,,,,80%,Efficient,,,,,,,,,
610566,MJ BRIDGESCAPE NORTH LAWNDALE,Options,North Lawndale,HS,138,N/A,150,92%,Efficient,,,,92%,Efficient,,,,,,,,,
610567,MJ BRIDGESCAPE ROSELAND,Options,South Shore,HS,0,N/A,150,0%,N/A,,,,0%,,,,,,,,,,
610276,MOLLISON,9,Bronzeville,ES,505,23.5,540,94%,Efficient,,,,94%,Efficient,,,,,,,,,
610074,MONROE,4,Logan,ES,1053,43.5,990,106%,Efficient,2,,"1,050",100%,Efficient,,,,,,,,,
610075,MONTEFIORE,6,Near West,ES,58,21.0,208,28%,Underutilized,,,208,28%,Underutilized,,,,,,,,,
400116,MONTESSORI ENGLEWOOD,Charter,Englewood,ES,205,13.0,300,68%,Underutilized,,,,68%,Underutilized,,,,,,,,,
610076,MOOS,5,Humboldt Park,ES,500,22.0,480,104%,Efficient,,,,104%,Efficient,,,,,,,,,
609725,MORGAN PARK HS,OS4,Beverly,HS,1431,76.0,"1,824",78%,Underutilized,,,,78%,Underutilized,,,,,,,,,
610077,MORRILL,10,Chicago Lawn,ES,816,37.0,840,97%,Efficient,,,,97%,Efficient,,,,,,,,,
610257,MORTON,AUSL,Garfield - West Humboldt,ES,412,16.5,360,114%,Efficient,,,,114%,Efficient,,,,,,,,,
610082,MOUNT GREENWOOD,10,Beverly,ES,999,38.0,870,115%,Efficient,,,,115%,Efficient,,,,,,,,,
610086,MOUNT VERNON,13,Far South Side,ES,300,31.0,690,43%,Underutilized,,,,43%,Underutilized,,,,,,,,,
610088,MOZART,4,Logan,ES,836,39.0,900,93%,Efficient,,,,93%,Efficient,,,,,,,,,
610385,MULTICULTURAL ARTS HS,7,Pilsen - Little Village,HS,280,15.0,360,78%,Underutilized,,,,78%,Underutilized,,,,,,,,,
610089,MURPHY,1,Albany Irving,ES,606,24.5,540,112%,Efficient,,,,112%,Efficient,,,,,,,,,
610090,MURRAY,9,Hyde Park,ES,535,23.0,510,105%,Efficient,,,,105%,Efficient,,,,,,,,,
400050,NAMASTE ,Charter,McKinley Park,ES,483,10.0,210,230%,Overcrowded,,,,230%,Overcrowded,,,,,,,,,
610092,NASH,3,Austin,ES,403,32.0,720,56%,Underutilized,,,,56%,Underutilized,,,,,,,,,
610231,NATIONAL TEACHERS ACAD,AUSL,Bridgeport - Chinatown,ES,585,37.5,840,70%,Underutilized,,,,70%,Underutilized,,,,,,,,,
610093,NEIL,12,Chatham,ES,346,29.0,660,52%,Underutilized,,,,52%,Underutilized,,,,,,,,,
610094,NETTELHORST,4,Lincoln Park,ES,797,35.0,780,102%,Efficient,,,,102%,Efficient,,,,,,,,,
610284,NEW FIELD,2,Ravenswood,ES,589,28.0,630,93%,Efficient,,,,93%,Efficient,,,,,,,,,
610095,NEWBERRY,4,Lincoln Park,ES,563,29.5,660,85%,Efficient,,,,85%,Efficient,,,,,,,,,
609793,NICHOLSON,11,Englewood,ES,570,41.5,930,61%,Underutilized,,,,61%,Underutilized,,,,,,,,,
610096,NIGHTINGALE,8,McKinley Park,ES,1389,50.0,"1,140",122%,Overcrowded,6,,"1,290",108%,Efficient,,,,,,,,,
609961,NINOS HEROES,12,South Shore,ES,436,28.5,630,69%,Underutilized,,,,69%,Underutilized,,,,,,,,,
610097,NIXON,4,Logan,ES,1059,46.0,"1,050",101%,Efficient,,2,"1,080",98%,Efficient,,,,,,,,,
400045,NKRUMAH,Charter,Far South Side,ES,217,23.0,510,43%,Underutilized,,,,43%,Underutilized,,,,,,,,,
610098,NOBEL,5,Garfield - West Humboldt,ES,842,30.5,690,122%,Overcrowded,,,,122%,Overcrowded,,,,,,,,,
400156,NOBLE ST - CRIMSON HS,Charter,Far South Side,HS,102,28.0,672,15%,Underutilized,,,,15%,Underutilized,,,,,,,,,
400157,NOBLE ST - ORANGE HS,Charter,South Shore,HS,105,51.5,"1,236",8%,Underutilized,,,,8%,Underutilized,,,,,,,,,
400118,NOBLE ST - PURPLE / DRW HOMAN SQ HS,Charter,North Lawndale,HS,431,9.0,216,200%,Overcrowded,,,,200%,Overcrowded,,,,,,,,,
400117,NOBLE ST - SILVER / AUB GRESH HS,Charter,Auburn Gresham,HS,498,37.0,888,56%,Underutilized,,,,56%,Underutilized,,,,,,,,,
400097,NOBLE ST-BULLS HS,Charter,Near West,HS,1079,40.0,960,112%,Efficient,,,,112%,Efficient,,,,,,,,,
400052,NOBLE ST-COMER HS,Charter,South Shore,HS,950,46.5,"1,116",85%,Efficient,,,,85%,Efficient,,,,,,,,,
400053,NOBLE ST-GOLDER HS,Charter,Near North,HS,635,25.0,600,106%,Efficient,,,,106%,Efficient,,,,,,,,,
400106,NOBLE ST-JOHNSON HS,Charter,Englewood,HS,773,33.0,792,98%,Efficient,,,,98%,Efficient,,,,,,,,,
400098,NOBLE ST-MUCHIN HS,Charter,Loop,HS,886,30.0,720,123%,Overcrowded,,,,123%,Overcrowded,,,,,,,,,
400051,NOBLE ST-NOBLE HS,Charter,Near North,HS,602,25.0,600,100%,Efficient,,,,100%,Efficient,,,,,,,,,
400054,NOBLE ST-PRITZKER HS,Charter,Logan,HS,858,30.0,720,119%,Efficient,,,,119%,Efficient,,,,,,,,,
400055,NOBLE ST-RAUNER HS,Charter,Near North,HS,640,25.0,600,107%,Efficient,,,,107%,Efficient,,,,,,,,,
400056,NOBLE ST-ROWE CLARK HS,Charter,Garfield - West Humboldt,HS,662,25.0,600,110%,Efficient,,,,110%,Efficient,,,,,,,,,
