Ward,Precinct,Precinct Code,Emanuel,%,Del Valle,%,M-B,%,Chico,%,Watkins,%,Walls,%,Total,,White,%,AA,%,Hispanic,%,Asian,%,Native Am,%,Hawaiian,%,Other,%,2 or More,%,Total,Majority
26,48,26048,83,46.89%,57,32.20%,9,5.08%,24,13.56%,2,1.13%,0,0.00%,177,,282,33.49%,139,16.51%,400,47.51%,10,1.19%,0,0.00%,0,0.00%,1,0.12%,10,1.19%,842,Mixed
26,49,26049,41,39.42%,40,38.46%,6,5.77%,14,13.46%,2,1.92%,1,0.96%,104,,71,11.58%,116,18.92%,414,67.54%,4,0.65%,1,0.16%,0,0.00%,2,0.33%,6,0.98%,613,Hisp
26,50,26050,39,45.35%,31,36.05%,2,2.33%,12,13.95%,2,2.33%,0,0.00%,86,,143,31.43%,75,16.48%,223,49.01%,5,1.10%,0,0.00%,0,0.00%,0,0.00%,7,1.54%,455,Mixed
26,51,26051,63,40.91%,66,42.86%,0,0.00%,24,15.58%,0,0.00%,1,0.65%,154,,201,32.06%,59,9.41%,348,55.50%,8,1.28%,1,0.16%,0,0.00%,1,0.16%,9,1.44%,627,Hisp
26,52,26052,17,30.91%,25,45.45%,2,3.64%,11,20.00%,0,0.00%,0,0.00%,55,,76,19.05%,98,24.56%,213,53.38%,4,1.00%,0,0.00%,0,0.00%,0,0.00%,8,2.01%,399,Hisp
26,53,26053,62,50.82%,32,26.23%,1,0.82%,27,22.13%,0,0.00%,0,0.00%,122,,278,33.70%,136,16.48%,391,47.39%,9,1.09%,0,0.00%,0,0.00%,1,0.12%,10,1.21%,825,Mixed
26,54,26054,37,36.27%,37,36.27%,3,2.94%,24,23.53%,1,0.98%,0,0.00%,102,,84,8.54%,88,8.94%,792,80.49%,8,0.81%,2,0.20%,0,0.00%,5,0.51%,6,0.61%,984,Hisp
26,55,26055,40,35.09%,46,40.35%,3,2.63%,24,21.05%,1,0.88%,0,0.00%,114,,122,16.90%,117,16.20%,462,63.99%,9,1.25%,0,0.00%,0,0.00%,0,0.00%,10,1.39%,722,Hisp
26,56,26056,53,49.53%,37,34.58%,4,3.74%,12,11.21%,0,0.00%,1,0.93%,107,,266,38.78%,113,16.47%,265,38.63%,23,3.35%,1,0.15%,0,0.00%,1,0.15%,17,2.48%,686,Mixed
26,57,26057,34,27.64%,47,38.21%,3,2.44%,36,29.27%,2,1.63%,1,0.81%,123,,84,11.49%,139,19.02%,493,67.44%,4,0.55%,1,0.14%,0,0.00%,2,0.27%,7,0.96%,731,Hisp
26,58,26058,40,36.04%,52,46.85%,5,4.50%,13,11.71%,1,0.90%,0,0.00%,111,,211,41.45%,51,10.02%,233,45.78%,7,1.38%,0,0.00%,0,0.00%,1,0.20%,6,1.18%,509,Mixed
26,59,26059,50,33.33%,70,46.67%,11,7.33%,17,11.33%,1,0.67%,1,0.67%,150,,116,18.95%,150,24.51%,327,53.43%,6,0.98%,0,0.00%,0,0.00%,0,0.00%,13,2.12%,612,Hisp
26,60,26060,44,37.93%,42,36.21%,3,2.59%,26,22.41%,1,0.86%,0,0.00%,116,,239,23.11%,85,8.22%,686,66.34%,12,1.16%,0,0.00%,0,0.00%,1,0.10%,9,0.87%,"1,034",Hisp
26,61,26061,25,27.47%,41,45.05%,2,2.20%,23,25.27%,0,0.00%,0,0.00%,91,,214,41.31%,52,10.04%,237,45.75%,7,1.35%,0,0.00%,0,0.00%,1,0.19%,6,1.16%,518,Mixed
26,62,26062,57,34.55%,70,42.42%,2,1.21%,36,21.82%,0,0.00%,0,0.00%,165,,322,41.12%,45,5.75%,384,49.04%,17,2.17%,2,0.26%,0,0.00%,0,0.00%,13,1.66%,783,Mixed
26,63,26063,9,18.75%,19,39.58%,3,6.25%,15,31.25%,0,0.00%,0,0.00%,48,,54,6.67%,79,9.77%,665,82.20%,4,0.49%,0,0.00%,0,0.00%,0,0.00%,5,0.62%,809,Hisp
27,1,27001,271,70.21%,23,5.96%,3,0.78%,86,22.28%,0,0.00%,2,0.52%,386,,"1,586",73.26%,140,6.47%,107,4.94%,286,13.21%,3,0.14%,0,0.00%,2,0.09%,42,1.94%,"2,165",White
27,2,27002,62,47.33%,13,9.92%,30,22.90%,18,13.74%,6,4.58%,2,1.53%,131,,15,1.67%,616,68.60%,260,28.95%,1,0.11%,1,0.11%,0,0.00%,1,0.11%,5,0.56%,898,AA
27,3,27003,78,61.42%,11,8.66%,23,18.11%,6,4.72%,8,6.30%,1,0.79%,127,,31,6.26%,245,49.49%,210,42.42%,3,0.61%,0,0.00%,0,0.00%,0,0.00%,4,0.81%,495,Mixed
27,4,27004,67,50.38%,31,23.31%,15,11.28%,18,13.53%,2,1.50%,0,0.00%,133,,46,3.45%,179,13.41%,"1,091",81.72%,7,0.52%,3,0.22%,0,0.00%,2,0.15%,7,0.52%,"1,335",Hisp
27,5,27005,90,70.87%,5,3.94%,3,2.36%,28,22.05%,1,0.79%,0,0.00%,127,,433,80.04%,33,6.10%,24,4.44%,40,7.39%,0,0.00%,0,0.00%,1,0.18%,9,1.66%,541,White
27,6,27006,31,83.78%,0,0.00%,3,8.11%,2,5.41%,1,2.70%,0,0.00%,37,,64,46.04%,54,38.85%,7,5.04%,11,7.91%,0,0.00%,0,0.00%,0,0.00%,2,1.44%,139,Mixed
27,7,27007,178,68.20%,25,9.58%,11,4.21%,46,17.62%,1,0.38%,0,0.00%,261,,566,73.51%,96,12.47%,30,3.90%,61,7.92%,1,0.13%,1,0.13%,1,0.13%,14,1.82%,770,White
27,8,27008,90,62.94%,3,2.10%,30,20.98%,10,6.99%,8,5.59%,2,1.40%,143,,9,1.45%,565,90.84%,40,6.43%,1,0.16%,1,0.16%,0,0.00%,1,0.16%,6,0.96%,622,AA
27,9,27009,180,71.43%,9,3.57%,32,12.70%,24,9.52%,5,1.98%,2,0.79%,252,,411,34.60%,700,58.92%,32,2.69%,26,2.19%,1,0.08%,0,0.00%,2,0.17%,16,1.35%,"1,188",AA
27,10,27010,211,66.35%,12,3.77%,45,14.15%,32,10.06%,12,3.77%,6,1.89%,318,,354,48.83%,131,18.07%,200,27.59%,26,3.59%,1,0.14%,0,0.00%,1,0.14%,12,1.66%,725,Mixed
27,11,27011,137,65.87%,19,9.13%,9,4.33%,41,19.71%,1,0.48%,1,0.48%,208,,576,65.90%,134,15.33%,87,9.95%,52,5.95%,2,0.23%,0,0.00%,4,0.46%,19,2.17%,874,White
27,12,27012,227,76.69%,4,1.35%,11,3.72%,51,17.23%,3,1.01%,0,0.00%,296,,250,41.46%,253,41.96%,39,6.47%,50,8.29%,2,0.33%,0,0.00%,0,0.00%,8,1.33%,603,Mixed
27,13,27013,136,63.26%,37,17.21%,1,0.47%,40,18.60%,0,0.00%,1,0.47%,215,,370,66.07%,8,1.43%,149,26.61%,22,3.93%,4,0.71%,0,0.00%,0,0.00%,7,1.25%,560,White
27,14,27014,145,59.92%,8,3.31%,58,23.97%,13,5.37%,12,4.96%,6,2.48%,242,,18,1.52%,"1,073",90.78%,77,6.51%,1,0.08%,1,0.08%,0,0.00%,1,0.08%,11,0.93%,"1,182",AA
27,15,27015,60,56.60%,8,7.55%,24,22.64%,10,9.43%,4,3.77%,0,0.00%,106,,105,7.61%,605,43.84%,645,46.74%,10,0.72%,1,0.07%,0,0.00%,0,0.00%,13,0.94%,"1,380",Mixed
27,16,27016,45,63.38%,5,7.04%,1,1.41%,20,28.17%,0,0.00%,0,0.00%,71,,379,79.96%,29,6.12%,21,4.43%,35,7.38%,0,0.00%,0,0.00%,1,0.21%,8,1.69%,474,White
27,17,27017,176,64.71%,19,6.99%,2,0.74%,73,26.84%,1,0.37%,1,0.37%,272,,824,64.32%,206,16.08%,91,7.10%,134,10.46%,1,0.08%,1,0.08%,1,0.08%,22,1.72%,"1,281",White
27,18,27018,103,50.74%,27,13.30%,0,0.00%,66,32.51%,0,0.00%,4,1.97%,203,,"1,466",59.76%,164,6.69%,662,26.99%,105,4.28%,7,0.29%,1,0.04%,5,0.20%,42,1.71%,"2,453",White
27,19,27019,97,65.99%,12,8.16%,23,15.65%,11,7.48%,3,2.04%,1,0.68%,147,,15,1.57%,671,70.34%,261,27.36%,0,0.00%,1,0.10%,0,0.00%,1,0.10%,5,0.52%,954,AA
27,20,27020,135,72.19%,3,1.60%,32,17.11%,7,3.74%,7,3.74%,3,1.60%,187,,139,34.58%,237,58.96%,11,2.74%,9,2.24%,0,0.00%,0,0.00%,1,0.25%,5,1.24%,402,AA
27,21,27021,105,64.81%,12,7.41%,22,13.58%,15,9.26%,6,3.70%,1,0.62%,162,,279,29.59%,491,52.07%,78,8.27%,77,8.17%,3,0.32%,1,0.11%,2,0.21%,12,1.27%,943,AA
27,22,27022,104,60.47%,7,4.07%,40,23.26%,14,8.14%,6,3.49%,1,0.58%,172,,10,1.50%,474,70.96%,179,26.80%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,0.60%,668,AA
27,23,27023,17,48.57%,1,2.86%,10,28.57%,2,5.71%,2,5.71%,3,8.57%,35,,6,1.27%,443,93.46%,19,4.01%,0,0.00%,2,0.42%,0,0.00%,0,0.00%,3,0.63%,474,AA
27,24,27024,68,50.00%,19,13.97%,36,26.47%,8,5.88%,4,2.94%,1,0.74%,136,,15,1.58%,669,70.42%,259,27.26%,0,0.00%,1,0.11%,0,0.00%,1,0.11%,5,0.53%,950,AA
27,25,27025,55,58.51%,7,7.45%,20,21.28%,7,7.45%,5,5.32%,0,0.00%,94,,11,1.47%,681,90.92%,49,6.54%,1,0.13%,1,0.13%,0,0.00%,1,0.13%,7,0.93%,749,AA
27,26,27026,103,59.54%,7,4.05%,37,21.39%,13,7.51%,10,5.78%,3,1.73%,173,,31,6.83%,378,83.26%,34,7.49%,3,0.66%,0,0.00%,0,0.00%,0,0.00%,7,1.54%,454,AA
27,27,27027,106,61.63%,8,4.65%,29,16.86%,18,10.47%,9,5.23%,0,0.00%,172,,820,23.88%,"1,835",53.44%,529,15.40%,181,5.27%,6,0.17%,2,0.06%,1,0.03%,58,1.69%,"3,434",AA
27,28,27028,136,62.67%,16,7.37%,18,8.29%,40,18.43%,5,2.30%,2,0.92%,217,,647,52.77%,342,27.90%,92,7.50%,120,9.79%,4,0.33%,1,0.08%,4,0.33%,17,1.39%,"1,226",White
27,29,27029,55,43.31%,9,7.09%,29,22.83%,26,20.47%,5,3.94%,3,2.36%,127,,12,1.55%,551,71.10%,207,26.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,0.65%,775,AA
27,30,27030,62,72.09%,4,4.65%,6,6.98%,9,10.47%,5,5.81%,0,0.00%,86,,16,2.93%,180,32.97%,344,63.00%,1,0.18%,0,0.00%,1,0.18%,1,0.18%,3,0.55%,546,Hisp
27,31,27031,76,59.38%,6,4.69%,32,25.00%,9,7.03%,3,2.34%,2,1.56%,128,,15,1.57%,671,70.34%,261,27.36%,0,0.00%,1,0.10%,0,0.00%,1,0.10%,5,0.52%,954,AA
27,32,27032,124,53.45%,46,19.83%,15,6.47%,43,18.53%,2,0.86%,2,0.86%,232,,367,50.14%,132,18.03%,192,26.23%,27,3.69%,1,0.14%,0,0.00%,2,0.27%,12,1.64%,732,White
27,33,27033,97,64.24%,13,8.61%,13,8.61%,22,14.57%,5,3.31%,1,0.66%,151,,935,57.15%,478,29.22%,69,4.22%,119,7.27%,3,0.18%,1,0.06%,2,0.12%,29,1.77%,"1,636",White
27,34,27034,130,73.45%,1,0.56%,33,18.64%,6,3.39%,6,3.39%,1,0.56%,177,,7,1.41%,452,90.76%,32,6.43%,1,0.20%,0,0.00%,0,0.00%,0,0.00%,4,0.80%,498,AA
27,35,27035,93,54.71%,38,22.35%,2,1.18%,35,20.59%,1,0.59%,1,0.59%,170,,461,66.14%,10,1.43%,185,26.54%,28,4.02%,4,0.57%,0,0.00%,1,0.14%,8,1.15%,697,White
27,36,27036,112,59.89%,7,3.74%,32,17.11%,22,11.76%,11,5.88%,4,2.14%,187,,386,18.25%,"1,450",68.56%,214,10.12%,29,1.37%,0,0.00%,0,0.00%,1,0.05%,32,1.51%,"2,115",AA
27,37,27037,183,72.62%,19,7.54%,21,8.33%,24,9.52%,3,1.19%,2,0.79%,252,,166,46.37%,139,38.83%,19,5.31%,29,8.10%,1,0.28%,0,0.00%,0,0.00%,6,1.68%,358,Mixed
27,38,27038,97,59.15%,33,20.12%,2,1.22%,31,18.90%,1,0.61%,0,0.00%,164,,421,47.25%,161,18.07%,260,29.18%,31,3.48%,1,0.11%,0,0.00%,2,0.22%,14,1.57%,891,Mixed
27,39,27039,50,58.82%,4,4.71%,15,17.65%,8,9.41%,8,9.41%,0,0.00%,85,,232,39.32%,304,51.53%,13,2.20%,30,5.08%,0,0.00%,0,0.00%,0,0.00%,11,1.86%,590,AA
27,40,27040,84,67.74%,5,4.03%,22,17.74%,6,4.84%,6,4.84%,1,0.81%,124,,12,1.57%,536,70.34%,208,27.30%,0,0.00%,1,0.13%,0,0.00%,1,0.13%,4,0.52%,762,AA
27,41,27041,143,53.36%,48,17.91%,0,0.00%,75,27.99%,0,0.00%,2,0.75%,268,,564,49.87%,73,6.45%,440,38.90%,32,2.83%,2,0.18%,0,0.00%,1,0.09%,19,1.68%,"1,131",Mixed
27,42,27042,143,74.87%,10,5.24%,8,4.19%,30,15.71%,0,0.00%,0,0.00%,191,,819,80.06%,63,6.16%,46,4.50%,76,7.43%,1,0.10%,0,0.00%,2,0.20%,17,1.66%,"1,023",White
27,43,27043,31,52.54%,4,6.78%,16,27.12%,4,6.78%,2,3.39%,2,3.39%,59,,230,35.33%,374,57.45%,18,2.76%,17,2.61%,0,0.00%,0,0.00%,1,0.15%,9,1.38%,651,AA
27,44,27044,62,61.39%,1,0.99%,33,32.67%,1,0.99%,3,2.97%,1,0.99%,101,,12,3.26%,317,86.14%,35,9.51%,1,0.27%,0,0.00%,0,0.00%,0,0.00%,4,1.09%,368,AA
27,45,27045,68,62.96%,4,3.70%,18,16.67%,7,6.48%,7,6.48%,4,3.70%,108,,7,1.41%,452,90.95%,32,6.44%,1,0.20%,0,0.00%,0,0.00%,0,0.00%,4,0.80%,497,AA
27,46,27046,88,59.06%,10,6.71%,30,20.13%,20,13.42%,1,0.67%,0,0.00%,149,,15,1.58%,670,70.38%,260,27.31%,0,0.00%,1,0.11%,0,0.00%,1,0.11%,5,0.53%,952,AA
27,47,27047,76,63.33%,2,1.67%,18,15.00%,9,7.50%,12,10.00%,3,2.50%,120,,9,1.44%,566,90.85%,41,6.58%,1,0.16%,1,0.16%,0,0.00%,1,0.16%,6,0.96%,623,AA
27,48,27048,120,66.67%,5,2.78%,35,19.44%,13,7.22%,7,3.89%,0,0.00%,180,,9,3.73%,203,84.23%,26,10.79%,1,0.41%,0,0.00%,0,0.00%,0,0.00%,3,1.24%,241,AA
27,49,27049,76,56.30%,10,7.41%,23,17.04%,13,9.63%,9,6.67%,4,2.96%,135,,45,3.74%,"1,012",84.05%,129,10.71%,3,0.25%,1,0.08%,1,0.08%,0,0.00%,14,1.16%,"1,204",AA
27,50,27050,201,71.02%,28,9.89%,3,1.06%,49,17.31%,1,0.35%,1,0.35%,283,,621,64.42%,164,17.01%,103,10.68%,49,5.08%,2,0.21%,1,0.10%,4,0.41%,19,1.97%,964,White
27,51,27051,12,70.59%,0,0.00%,3,17.65%,1,5.88%,1,5.88%,0,0.00%,17,,494,67.30%,109,14.85%,43,5.86%,73,9.95%,1,0.14%,0,0.00%,2,0.27%,11,1.50%,734,White
27,52,27052,80,67.23%,1,0.84%,23,19.33%,8,6.72%,6,5.04%,1,0.84%,119,,14,1.46%,873,90.84%,63,6.56%,1,0.10%,1,0.10%,0,0.00%,1,0.10%,9,0.94%,961,AA
27,53,27053,99,56.57%,18,10.29%,16,9.14%,37,21.14%,4,2.29%,1,0.57%,175,,200,60.79%,35,10.64%,68,20.67%,18,5.47%,0,0.00%,0,0.00%,1,0.30%,7,2.13%,329,White
27,54,27054,192,73.85%,18,6.92%,1,0.38%,46,17.69%,1,0.38%,2,0.77%,260,,"1,120",67.47%,218,13.13%,158,9.52%,113,6.81%,3,0.18%,2,0.12%,7,0.42%,38,2.29%,"1,660",White
27,55,27055,83,62.41%,12,9.02%,23,17.29%,9,6.77%,3,2.26%,3,2.26%,133,,11,1.47%,680,90.79%,49,6.54%,1,0.13%,1,0.13%,0,0.00%,1,0.13%,7,0.93%,749,AA
27,56,27056,83,56.08%,25,16.89%,1,0.68%,38,25.68%,0,0.00%,1,0.68%,148,,514,46.77%,199,18.11%,326,29.66%,38,3.46%,1,0.09%,0,0.00%,2,0.18%,17,1.55%,"1,099",Mixed
27,57,27057,92,73.02%,6,4.76%,5,3.97%,22,17.46%,0,0.00%,1,0.79%,126,,244,73.94%,41,12.42%,12,3.64%,26,7.88%,1,0.30%,0,0.00%,0,0.00%,6,1.82%,330,White
27,58,27058,71,63.96%,9,8.11%,2,1.80%,29,26.13%,0,0.00%,0,0.00%,111,,777,57.56%,156,11.56%,87,6.44%,285,21.11%,3,0.22%,0,0.00%,8,0.59%,34,2.52%,"1,350",White
27,59,27059,128,56.64%,66,29.20%,3,1.33%,28,12.39%,2,0.88%,0,0.00%,226,,440,50.52%,59,6.77%,328,37.66%,26,2.99%,1,0.11%,0,0.00%,1,0.11%,15,1.72%,871,White
28,1,28001,96,60.38%,2,1.26%,36,22.64%,13,8.18%,9,5.66%,3,1.89%,159,,3,0.60%,486,97.20%,7,1.40%,1,0.20%,0,0.00%,0,0.00%,0,0.00%,4,0.80%,500,AA
28,2,28002,126,57.01%,17,7.69%,48,21.72%,18,8.14%,7,3.17%,5,2.26%,221,,25,3.45%,652,90.06%,37,5.11%,2,0.28%,1,0.14%,0,0.00%,1,0.14%,6,0.83%,724,AA
28,3,28003,58,53.21%,1,0.92%,36,33.03%,6,5.50%,7,6.42%,1,0.92%,109,,12,2.17%,512,92.59%,20,3.62%,1,0.18%,1,0.18%,0,0.00%,0,0.00%,5,0.90%,553,AA
28,4,28004,104,61.54%,1,0.59%,49,28.99%,10,5.92%,4,2.37%,1,0.59%,169,,10,1.89%,509,96.40%,7,1.33%,0,0.00%,1,0.19%,0,0.00%,0,0.00%,1,0.19%,528,AA
28,5,28005,76,53.90%,9,6.38%,26,18.44%,20,14.18%,10,7.09%,0,0.00%,141,,46,5.11%,769,85.44%,62,6.89%,6,0.67%,1,0.11%,0,0.00%,1,0.11%,17,1.89%,900,AA
28,6,28006,56,56.00%,1,1.00%,26,26.00%,8,8.00%,6,6.00%,3,3.00%,100,,6,1.28%,444,94.87%,11,2.35%,1,0.21%,1,0.21%,0,0.00%,0,0.00%,6,1.28%,468,AA
28,7,28007,67,57.26%,1,0.85%,30,25.64%,12,10.26%,5,4.27%,2,1.71%,117,,5,0.84%,575,96.15%,8,1.34%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,8,1.34%,598,AA
28,8,28008,87,57.62%,6,3.97%,33,21.85%,14,9.27%,10,6.62%,1,0.66%,151,,11,1.31%,803,95.37%,20,2.38%,0,0.00%,1,0.12%,0,0.00%,0,0.00%,6,0.71%,842,AA
28,9,28009,85,63.43%,5,3.73%,26,19.40%,10,7.46%,6,4.48%,2,1.49%,134,,4,0.80%,487,96.82%,5,0.99%,0,0.00%,1,0.20%,0,0.00%,2,0.40%,4,0.80%,503,AA
28,10,28010,26,60.47%,2,4.65%,12,27.91%,0,0.00%,3,6.98%,0,0.00%,43,,11,5.56%,168,84.85%,15,7.58%,2,1.01%,0,0.00%,0,0.00%,0,0.00%,1,0.51%,198,AA
28,11,28011,62,62.63%,3,3.03%,20,20.20%,9,9.09%,4,4.04%,1,1.01%,99,,6,0.92%,627,96.17%,10,1.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,10,1.53%,652,AA
28,12,28012,68,64.15%,2,1.89%,20,18.87%,9,8.49%,5,4.72%,2,1.89%,106,,3,0.44%,658,97.34%,10,1.48%,1,0.15%,0,0.00%,0,0.00%,0,0.00%,5,0.74%,676,AA
28,13,28013,52,59.77%,1,1.15%,21,24.14%,2,2.30%,8,9.20%,3,3.45%,87,,5,0.78%,622,96.73%,7,1.09%,0,0.00%,1,0.16%,0,0.00%,2,0.31%,6,0.93%,643,AA
28,14,28014,48,52.17%,1,1.09%,30,32.61%,6,6.52%,7,7.61%,0,0.00%,92,,9,1.35%,637,95.36%,16,2.40%,0,0.00%,1,0.15%,0,0.00%,0,0.00%,5,0.75%,668,AA
28,15,28015,92,62.16%,1,0.68%,29,19.59%,16,10.81%,7,4.73%,3,2.03%,148,,4,0.78%,483,94.71%,19,3.73%,0,0.00%,1,0.20%,0,0.00%,0,0.00%,3,0.59%,510,AA
28,16,28016,67,59.82%,5,4.46%,21,18.75%,13,11.61%,3,2.68%,3,2.68%,112,,17,1.41%,"1,149",95.19%,29,2.40%,1,0.08%,1,0.08%,0,0.00%,0,0.00%,9,0.75%,"1,207",AA
28,17,28017,107,60.45%,6,3.39%,46,25.99%,10,5.65%,4,2.26%,4,2.26%,177,,9,1.97%,439,96.27%,6,1.32%,0,0.00%,1,0.22%,0,0.00%,0,0.00%,1,0.22%,456,AA
28,18,28018,130,65.33%,4,2.01%,35,17.59%,17,8.54%,13,6.53%,0,0.00%,199,,13,1.17%,"1,051",94.86%,26,2.35%,1,0.09%,2,0.18%,0,0.00%,1,0.09%,13,1.17%,"1,108",AA
28,19,28019,114,64.77%,2,1.14%,45,25.57%,7,3.98%,5,2.84%,3,1.70%,176,,2,0.38%,518,97.19%,9,1.69%,0,0.00%,1,0.19%,0,0.00%,0,0.00%,3,0.56%,533,AA
28,20,28020,101,53.72%,3,1.60%,52,27.66%,22,11.70%,7,3.72%,3,1.60%,188,,9,3.54%,234,92.13%,8,3.15%,1,0.39%,0,0.00%,0,0.00%,0,0.00%,2,0.79%,254,AA
28,21,28021,118,63.10%,2,1.07%,34,18.18%,14,7.49%,10,5.35%,9,4.81%,187,,4,0.29%,"1,344",97.11%,25,1.81%,0,0.00%,2,0.14%,0,0.00%,0,0.00%,8,0.58%,"1,384",AA
28,22,28022,98,63.23%,4,2.58%,24,15.48%,15,9.68%,10,6.45%,4,2.58%,155,,65,2.35%,"2,586",93.66%,72,2.61%,6,0.22%,5,0.18%,0,0.00%,2,0.07%,22,0.80%,"2,761",AA
28,23,28023,83,65.87%,0,0.00%,28,22.22%,9,7.14%,5,3.97%,1,0.79%,126,,1,0.22%,436,94.78%,16,3.48%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7,1.52%,460,AA
28,24,28024,63,71.59%,0,0.00%,10,11.36%,8,9.09%,6,6.82%,1,1.14%,88,,10,1.48%,640,94.96%,16,2.37%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,8,1.19%,674,AA
28,25,28025,67,55.83%,1,0.83%,34,28.33%,11,9.17%,3,2.50%,4,3.33%,120,,6,1.07%,536,95.37%,12,2.14%,1,0.18%,1,0.18%,0,0.00%,0,0.00%,5,0.89%,562,AA
28,26,28026,65,43.92%,6,4.05%,57,38.51%,6,4.05%,13,8.78%,1,0.68%,148,,2,0.35%,544,96.11%,13,2.30%,0,0.00%,2,0.35%,0,0.00%,0,0.00%,5,0.88%,566,AA
28,27,28027,101,61.59%,1,0.61%,37,22.56%,8,4.88%,10,6.10%,6,3.66%,164,,7,0.73%,891,92.72%,57,5.93%,0,0.00%,1,0.10%,0,0.00%,0,0.00%,5,0.52%,961,AA
28,28,28028,56,64.37%,0,0.00%,16,18.39%,8,9.20%,6,6.90%,1,1.15%,87,,7,1.51%,442,95.05%,11,2.37%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,1.08%,465,AA
28,29,28029,63,34.81%,44,24.31%,2,1.10%,72,39.78%,0,0.00%,0,0.00%,181,,31,3.02%,55,5.35%,933,90.76%,1,0.10%,2,0.19%,0,0.00%,2,0.19%,4,0.39%,"1,028",Hisp
28,30,28030,55,59.78%,3,3.26%,22,23.91%,5,5.43%,4,4.35%,0,0.00%,92,,75,1.79%,"2,789",66.47%,"1,284",30.60%,13,0.31%,4,0.10%,0,0.00%,4,0.10%,25,0.60%,"4,196",AA
28,31,28031,81,65.32%,1,0.81%,23,18.55%,6,4.84%,11,8.87%,2,1.61%,124,,4,0.85%,455,96.19%,7,1.48%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7,1.48%,473,AA
28,32,28032,84,63.16%,6,4.51%,21,15.79%,12,9.02%,6,4.51%,4,3.01%,133,,18,3.10%,542,93.29%,15,2.58%,1,0.17%,0,0.00%,0,0.00%,0,0.00%,5,0.86%,581,AA
28,33,28033,114,60.32%,5,2.65%,44,23.28%,13,6.88%,13,6.88%,1,0.53%,189,,2,0.19%,"1,011",94.57%,39,3.65%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,17,1.59%,"1,069",AA
28,34,28034,10,19.61%,25,49.02%,1,1.96%,15,29.41%,0,0.00%,0,0.00%,51,,40,5.51%,46,6.34%,629,86.64%,6,0.83%,2,0.28%,0,0.00%,1,0.14%,3,0.41%,726,Hisp
28,35,28035,80,63.49%,3,2.38%,32,25.40%,8,6.35%,3,2.38%,0,0.00%,126,,44,3.00%,"1,354",92.23%,52,3.54%,7,0.48%,0,0.00%,0,0.00%,0,0.00%,10,0.68%,"1,468",AA
28,36,28036,84,64.12%,5,3.82%,23,17.56%,14,10.69%,4,3.05%,1,0.76%,131,,4,0.81%,472,96.13%,10,2.04%,0,0.00%,2,0.41%,0,0.00%,0,0.00%,3,0.61%,491,AA
28,37,28037,158,68.70%,5,2.17%,43,18.70%,11,4.78%,10,4.35%,3,1.30%,230,,11,1.39%,743,93.69%,31,3.91%,0,0.00%,3,0.38%,0,0.00%,1,0.13%,4,0.50%,793,AA
28,38,28038,20,21.05%,21,22.11%,2,2.11%,51,53.68%,0,0.00%,1,1.05%,95,,36,5.51%,40,6.13%,567,86.83%,5,0.77%,1,0.15%,0,0.00%,1,0.15%,3,0.46%,653,Hisp
28,39,28039,97,62.58%,3,1.94%,39,25.16%,9,5.81%,6,3.87%,1,0.65%,155,,10,1.05%,901,94.74%,29,3.05%,2,0.21%,1,0.11%,0,0.00%,1,0.11%,7,0.74%,951,AA
28,40,28040,150,72.12%,2,0.96%,36,17.31%,11,5.29%,5,2.40%,5,2.40%,208,,6,0.50%,"1,168",97.25%,16,1.33%,2,0.17%,0,0.00%,0,0.00%,0,0.00%,9,0.75%,"1,201",AA
28,41,28041,87,63.97%,4,2.94%,29,21.32%,10,7.35%,4,2.94%,2,1.47%,136,,6,0.77%,738,94.74%,26,3.34%,1,0.13%,2,0.26%,0,0.00%,0,0.00%,4,0.51%,779,AA
28,42,28042,77,64.17%,0,0.00%,32,26.67%,8,6.67%,3,2.50%,0,0.00%,120,,2,0.38%,515,97.17%,9,1.70%,0,0.00%,1,0.19%,0,0.00%,0,0.00%,3,0.57%,530,AA
28,43,28043,134,65.05%,17,8.25%,31,15.05%,13,6.31%,7,3.40%,4,1.94%,206,,16,3.18%,464,92.25%,16,3.18%,1,0.20%,1,0.20%,0,0.00%,1,0.20%,4,0.80%,503,AA
28,44,28044,112,65.50%,3,1.75%,25,14.62%,14,8.19%,14,8.19%,3,1.75%,171,,4,0.49%,798,98.03%,5,0.61%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,0.74%,814,AA
28,45,28045,112,65.88%,3,1.76%,39,22.94%,13,7.65%,3,1.76%,0,0.00%,170,,3,0.31%,932,97.18%,17,1.77%,0,0.00%,2,0.21%,0,0.00%,0,0.00%,5,0.52%,959,AA
28,46,28046,104,65.82%,3,1.90%,36,22.78%,10,6.33%,3,1.90%,2,1.27%,158,,9,1.45%,587,94.68%,14,2.26%,2,0.32%,1,0.16%,0,0.00%,1,0.16%,6,0.97%,620,AA
