PRECINCT,WARD,FULL_TEXT,SHAPE_AREA,SHAPE_LEN
27,11,11027,1175835.487269999925047,4426.187977980000142
18,11,11018,2050008.508979999925941,5741.175545150000289
32,11,11032,3253377.691980000119656,8917.191298649999226
31,11,11031,27227594.42680000141263,28847.034524200000305
17,11,11017,1948515.962490000063553,6952.815687109999999
30,11,11030,5122856.736730000004172,13416.091631100000086
29,11,11029,5402585.534679999575019,10635.292945400000463
26,11,11026,1766092.899299999931827,5314.840846520000014
23,11,11023,2036347.363549999892712,6499.910933889999797
16,11,11016,1532832.681319999974221,4957.874872190000133
13,11,11013,3078890.665829999838024,7980.454657620000035
10,11,11010,5950887.203619999811053,15406.741689000000406
6,11,11006,1525797.624649999896064,4997.128432780000367
38,11,11038,1486058.899459999985993,7710.877324340000087
7,11,11007,7992689.643330000340939,14820.057151999999405
3,11,11003,2913051.859209999907762,9945.414141159999417
33,11,11033,1770211.530019999947399,8214.41017821999958
37,11,11037,2950527.673930000048131,8016.81121437999991
36,11,11036,1055842.634940000018105,4506.542047249999996
1,12,12001,1771014.119609999936074,5991.453968480000185
3,12,12003,2892376.644919999875128,7176.951197229999707
4,12,12004,5068069.243150000460446,11560.551341799999136
5,12,12005,2532709.802749999798834,8235.692589829999633
9,12,12009,5566992.867979999631643,11205.403852600000391
23,12,12023,2328345.083819999825209,7289.117981389999841
2,12,12002,14889558.191800000146031,22742.650374699998792
6,12,12006,4881041.729939999990165,10082.888968200000818
7,12,12007,4694691.707929999567568,11733.515527300000031
8,12,12008,4029283.70754999993369,13126.221674200000052
12,12,12012,3772903.165880000218749,8409.788603330000115
15,12,12015,13755853.374299999326468,26044.882963600000949
18,12,12018,2308943.493069999851286,8180.470020020000447
7,13,13007,1792875.17956000007689,7366.607328170000073
19,12,12019,11619912.717399999499321,17662.047032200000103
21,12,12021,14184319.988800000399351,17983.669185200000356
22,12,12022,1766012.316979999886826,7285.387392689999615
13,12,12013,3207301.252390000037849,8164.621502519999922
20,12,12020,3192216.468679999932647,9135.051507890000721
17,12,12017,3451690.180389999877661,12109.081656000000294
16,12,12016,2195090.372789999935776,7289.605313940000087
14,12,12014,2198963.898169999942183,6614.199267099999815
10,12,12010,2306228.99566000001505,9298.19898952999938
1,13,13001,1783643.647309999912977,5344.858119440000337
3,13,13003,2217944.6795399999246,6970.273539040000287
4,13,13004,1990546.064119999995455,6666.270799279999665
5,13,13005,4371267.737150000408292,9929.646165509999264
42,13,13042,2224925.589759999886155,7340.653854739999588
8,13,13008,2125839.727469999808818,7575.768615009999849
9,13,13009,6381238.881439999677241,13185.428451499999937
12,13,13012,4659869.250959999859333,9727.076768720000473
13,13,13013,2199814.973950000014156,6416.021260200000143
14,13,13014,2481291.819449999835342,8014.174288100000012
15,13,13015,3094503.104079999960959,7634.733989209999891
16,13,13016,1412056.701150000095367,5653.560957149999922
17,13,13017,1823184.149879999924451,7568.74949486999958
19,13,13019,4346668.993549999780953,9677.870713360000082
23,13,13023,1550594.210969999898225,5324.768972329999997
24,13,13024,2439274.823210000060499,7323.533791089999795
25,13,13025,3508218.223650000058115,7960.904274980000082
26,13,13026,2440487.744539999868721,9332.911734229999638
27,13,13027,2356162.634800000116229,6670.714284089999637
28,13,13028,1603375.885209999978542,5644.946818090000306
29,13,13029,2439037.158939999993891,7309.256320540000161
30,13,13030,1817226.658680000109598,6683.139042249999875
34,13,13034,2661601.21224999986589,8649.017456719999245
35,13,13035,1651013.771350000053644,7292.545708390000073
36,13,13036,1764051.228279999922961,5320.442990509999618
37,13,13037,3072570.963549999985844,7948.619384890000219
39,13,13039,2204591.984449999872595,6626.068399750000026
40,13,13040,1683204.279000000096858,5999.600473550000061
41,13,13041,4772204.467400000430644,13474.121440400000211
43,13,13043,2305916.070019999984652,8565.486336230000234
44,13,13044,2216841.328790000174195,7328.89032367999971
45,13,13045,2222514.814129999838769,6658.018484940000235
46,13,13046,3519052.728540000040084,9977.993929599999319
47,13,13047,2678862.805590000003576,6682.146146099999896
48,13,13048,1769894.399310000007972,6658.987720760000229
38,13,13038,1776035.91308999992907,5980.949196370000209
33,13,13033,2222028.716080000158399,7327.696243119999963
32,13,13032,1678313.137570000020787,6690.950259629999891
31,13,13031,2140113.137670000083745,7987.803636779999579
22,13,13022,2349846.963430000003427,6691.769809270000223
21,13,13021,2221062.285670000128448,6001.947046479999699
20,13,13020,1626478.377640000078827,6448.113169600000219
18,13,13018,2772390.025220000185072,7979.5544268499998
11,13,13011,2005342.686629999894649,5999.335933469999873
10,13,13010,2135106.528849999886006,6052.049232649999794
6,13,13006,1823123.735970000037923,5555.203405530000055
2,13,13002,1657672.550229999935254,5329.391863939999894
2,14,14002,21676579.799699999392033,19383.425464299998566
3,14,14003,3560235.101150000002235,8016.420691549999901
5,14,14005,3526546.260059999767691,7961.323231770000348
6,14,14006,3057915.570390000008047,7938.864890369999557
12,14,14012,5997090.67272000014782,10338.744968099999824
10,14,14010,6437653.352610000409186,13552.936881499999799
8,37,37008,1367578.850570000009611,6674.791901569999936
11,14,14011,3970776.258040000218898,8555.704396880000786
13,14,14013,5930541.864450000226498,10620.882274999999936
14,14,14014,2651182.534109999891371,7975.546108409999761
15,14,14015,3579155.575650000013411,8035.27839694999966
16,14,14016,9217284.909590000286698,13235.80809919999956
17,14,14017,2382852.855920000001788,6549.656290879999688
19,14,14019,2215129.029540000017732,5989.801348199999666
20,14,14020,2170023.372109999880195,8005.948157290000381
21,14,14021,2211980.922670000232756,5986.306123889999981
18,14,14018,1650153.482779999962077,5862.166315649999888
25,14,14025,12022328.829700000584126,17299.334013799998502
26,14,14026,1770600.12284000008367,5320.920799939999597
27,14,14027,19190473.673599999397993,23229.834223099998781
28,14,14028,2673179.361080000177026,7346.213305240000409
29,14,14029,1668512.832789999898523,6286.002566199999819
30,14,14030,1772327.57530999998562,5324.344885270000304
31,14,14031,1335018.934889999916777,5319.779855529999622
22,14,14022,3416531.142719999887049,9257.679981400000543
8,14,14008,3076327.289880000054836,9129.453378379999776
4,14,14004,2194423.216289999894798,5966.475729570000112
7,14,14007,2780378.112310000229627,7340.385410290000436
4,15,15004,2323195.483750000130385,7980.980566639999779
24,14,14024,2839740.498070000205189,7816.571756889999961
9,14,14009,2888702.171680000144988,6788.067783870000312
1,14,14001,2649829.145610000006855,6632.783582719999686
23,14,14023,2379865.866619999986142,6231.751720760000353
1,15,15001,3653069.913869999814779,9795.779949829999168
5,15,15005,2189250.088270000182092,6620.423666259999663
6,15,15006,2080877.261769999982789,6979.991858110000067
8,15,15008,2624681.752549999859184,7289.183332409999821
9,15,15009,3080359.062919999938458,8273.274543300000005
10,15,15010,3544288.173529999796301,10158.382997500000783
11,15,15011,2431570.637409999966621,6644.787745800000266
20,15,15020,2186870.30110999988392,6613.743325190000178
12,15,15012,2645932.204599999822676,7309.177092009999797
2,15,15002,1864406.818810000084341,6296.006779389999792
3,15,15003,4994761.363760000094771,11922.170094799999788
7,15,15007,1846635.584469999885187,6603.803901760000372
17,15,15017,2086396.768510000081733,6299.555119630000263
18,15,15018,2257080.152540000155568,7931.264843889999611
23,15,15023,1654814.040700000012293,6685.262778289999915
24,15,15024,2321828.847130000125617,6611.790323330000319
22,15,15022,2102759.213479999918491,6638.535352210000383
21,15,15021,1786165.480729999952018,5373.263735630000156
19,15,15019,5999474.715520000085235,16992.216127299998334
16,15,15016,3539363.694819999858737,7986.80615749000026
15,15,15015,3307108.539299999829382,11357.89454730000034
14,15,15014,2196441.642700000200421,7287.016296759999932
13,15,15013,2842532.579179999884218,7962.869406019999587
1,16,16001,2649387.635050000157207,6642.733860229999664
3,16,16003,5817624.891870000399649,11745.511959600000409
4,16,16004,1769040.998949999921024,5978.699143769999864
6,16,16006,2075786.405670000007376,7224.300826439999582
13,16,16013,2095511.221069999970496,6308.41339341999992
16,16,16016,2696628.678150000050664,8874.402199590000237
17,16,16017,2428645.865400000009686,7308.506110989999797
18,16,16018,1767831.741709999972954,5983.209616780000033
19,16,16019,2077684.282120000105351,6339.730290049999894
12,16,16012,3071436.098900000099093,8284.979418409999198
21,16,16021,4283194.200989999808371,10458.728046899999754
22,16,16022,1917659.19635000010021,8006.752213589999883
24,16,16024,1963226.209999999962747,5699.763354169999729
2,16,16002,3042851.595799999777228,7595.596665340000072
5,16,16005,3403945.760400000028312,7951.468038650000381
20,26,26020,1093507.836769999936223,4369.754746679999698
7,16,16007,5077493.636140000075102,10315.20775169999979
8,16,16008,2858574.475620000157505,6965.116573389999758
9,16,16009,3073898.186180000193417,7675.845475080000142
10,16,16010,2620006.651800000108778,8635.42472491999979
11,16,16011,5157475.559879999607801,12069.927337600000101
14,16,16014,3295789.946099999826401,8639.217229440000665
15,16,16015,2757880.709929999895394,7762.996069439999701
20,16,16020,1652545.473329999949783,5441.55185253000036
23,16,16023,2872483.190649999771267,8643.822174459999587
25,16,16025,3520236.352560000028461,9513.166146170000502
10,21,21010,1568530.112819999922067,6728.443698019999829
26,16,16026,2860588.891830000095069,8013.994338090000383
27,16,16027,3002821.165270000230521,8014.436592330000167
31,16,16031,2418320.497719999868423,6344.940712319999875
32,16,16032,2428831.735609999857843,7971.812908459999562
35,16,16035,2533490.971410000231117,7963.158534189999955
36,16,16036,2777524.217920000199229,7295.820801300000312
28,16,16028,3019239.660159999970347,10538.221783900000446
34,16,16034,2718349.1675999998115,7625.21398408999994
29,16,16029,2934116.42248999979347,9938.501284710000618
30,16,16030,2634034.995620000176132,8618.198193030000766
33,16,16033,1979116.350550000090152,6300.331256370000119
33,21,21033,1938247.239280000096187,7262.805215370000042
1,17,17001,16356581.056500000879169,18602.099496499999077
3,17,17003,2132760.349770000204444,6035.29569403000005
6,17,17006,1875025.42433000006713,7310.542078069999661
7,17,17007,1986714.441499999957159,5980.937966110000161
12,17,17012,2547672.676909999921918,7968.108765920000224
50,18,18050,1441524.047410000115633,6671.712795749999714
14,17,17014,2204678.046130000147969,7954.335913220000293
16,17,17016,2316213.172809999901801,7316.07545237999966
17,17,17017,2157252.000049999915063,6985.436341149999862
2,17,17002,1547475.702370000071824,5666.800268930000129
4,17,17004,1535138.084120000014082,6960.953401050000139
5,17,17005,2606352.014729999937117,6923.963698489999842
8,17,17008,2185253.311329999938607,6043.692802010000378
30,23,23030,2988522.900599999818951,8327.757974219999596
9,17,17009,2165180.001360000111163,7654.349391550000291
10,17,17010,2516507.749710000120103,8316.93602416000067
11,17,17011,1759705.394929999951273,5970.616373539999586
13,17,17013,4751532.669110000133514,10940.095116500000586
15,17,17015,4497838.98422999959439,12516.580138400000578
19,17,17019,2054716.043390000006184,7286.756230699999833
21,17,17021,5130982.052880000323057,11862.265707399999883
22,17,17022,1895507.939250000054017,6676.929968929999632
23,17,17023,1744393.520930000115186,5279.324494139999842
24,17,17024,1767601.933669999940321,6847.644343279999703
33,17,17033,1928444.025339999934658,6983.462615350000306
26,17,17026,4312368.631769999861717,11697.047912300000462
27,17,17027,2256342.771980000194162,8025.447092890000022
28,17,17028,2357955.657050000037998,6433.420416599999953
29,17,17029,2434272.315510000102222,7321.930887679999614
31,17,17031,2390313.419780000112951,7959.48288384999978
32,17,17032,1992926.80058000003919,5981.254180599999927
35,17,17035,2514895.155799999833107,9821.530015120000826
36,17,17036,2418292.930149999912828,7947.760174340000049
37,17,17037,3180606.377780000213534,8269.600742009999522
38,17,17038,1765649.241789999883622,7256.864559020000343
39,17,17039,2631505.051179999951273,6896.336215219999758
13,18,18013,2662266.079210000112653,8360.352913529999569
40,17,17040,3628241.206579999998212,9285.367038419999517
41,17,17041,1979442.638439999893308,5968.808340589999716
30,17,17030,2372580.646740000229329,6934.794359819999954
25,17,17025,2651596.189319999888539,8645.215986299999713
20,17,17020,1837738.601269999984652,6954.029427620000206
18,17,17018,1647395.467810000060126,5971.820787020000353
15,18,18015,3931262.462580000050366,10658.596690500000477
24,18,18024,4021666.12464000005275,9320.467191440000533
25,18,18025,3260540.996079999953508,10946.779123800000889
46,18,18046,3981846.732689999975264,9571.627783949999866
30,18,18030,3796436.663540000095963,10844.543651899999531
40,18,18040,2666193.099119999911636,6966.399343840000256
47,18,18047,1899267.075299999909475,7308.675291909999942
1,18,18001,2277171.828550000209361,7004.41909214000043
31,23,23031,1998542.5561699999962,6675.076722689999769
43,18,18043,23901108.299100000411272,27716.653214499998285
44,18,18044,3063396.303410000167787,9096.670894729999418
8,18,18008,1993802.341199999907985,6658.005591109999841
2,18,18002,3718826.405129999853671,10912.97360259999914
3,18,18003,2224686.397299999836832,5999.10221619999993
4,18,18004,2097269.820160000119358,6636.995227960000193
5,18,18005,1634852.98139000008814,7174.909231890000228
6,18,18006,2430612.817929999902844,7993.457026220000444
7,18,18007,2832983.140440000221133,7829.451396550000027
9,18,18009,3345473.093719999771565,8032.781792359999599
10,18,18010,4291894.06273000035435,9247.16754100000071
11,18,18011,3106286.82496999995783,7995.43815295999957
12,18,18012,14542880.100600000470877,20508.994540299998334
14,18,18014,1999564.171910000033677,7325.39903478999986
16,18,18016,1634173.60260000010021,5965.450929919999908
17,18,18017,3566379.553069999907166,9540.133567279999625
18,18,18018,2794915.801169999875128,7847.052940970000236
19,18,18019,4339928.295439999550581,9703.444897699999274
20,18,18020,1542250.938860000111163,6646.295643899999959
21,18,18021,3789756.006289999932051,9638.558186039999782
22,18,18022,1633343.141310000093654,6252.377308699999958
23,18,18023,2403401.01606999989599,7371.901265659999808
26,18,18026,3243660.520380000118166,8938.277881890000572
27,18,18027,1440715.498300000093877,5329.373109629999817
28,18,18028,2683381.802900000009686,6719.17440194000028
29,18,18029,2514062.042880000080913,8706.855553720000898
31,18,18031,4091507.834079999942333,10719.787154600000576
32,18,18032,2244602.159140000119805,7515.267113889999564
33,18,18033,3045519.256570000201464,9641.439703089999966
34,18,18034,9299574.911459999158978,14676.391020099999878
35,18,18035,2118114.367659999988973,8285.181193180000264
36,18,18036,3699813.569420000072569,9154.887643730000491
37,18,18037,3531572.372039999812841,9705.287348179999753
38,18,18038,2167540.704080000054091,7435.510746179999842
39,18,18039,1712310.754160000011325,5900.667795330000445
20,25,25020,1603539.290040000109002,5602.392346859999634
41,18,18041,2321122.578480000142008,8660.471268280000004
42,18,18042,10676745.596400000154972,21731.396549500001129
45,18,18045,2731450.159800000023097,8332.501060829999915
48,18,18048,1506649.292409999994561,7075.923567439999715
49,18,18049,1330123.017440000083297,5331.508391600000323
1,19,19001,7340611.385040000081062,12677.550829199999498
2,19,19002,3511068.450300000142306,7947.419390860000021
3,19,19003,1776668.527659999905154,5336.912440410000272
4,19,19004,2850941.793959999922663,8632.838980660000743
5,19,19005,3168422.547180000226945,7968.204210969999622
51,19,19051,2819009.277240000199527,7371.523732710000331
6,19,19006,3180605.288459999952465,11347.32854640000005
7,19,19007,3568411.975019999779761,8001.372716589999982
9,19,19009,6860377.152920000255108,10639.592509500000233
10,19,19010,4743236.006529999896884,9912.658475820000604
11,19,19011,7091353.210669999942183,10656.626076799999282
12,19,19012,2692597.700319999828935,8023.610203240000374
13,19,19013,3876416.988719999790192,12618.519437200000539
14,19,19014,2792627.904560000170022,8350.419850890000816
19,19,19019,3358870.471280000172555,9708.73920587000066
17,26,26017,1903218.699650000082329,5932.946434229999795
15,19,19015,3895825.171630000229925,10447.172418899999684
16,19,19016,2697337.514589999802411,8009.716948889999912
17,19,19017,2711145.646809999831021,7220.855140499999834
18,19,19018,3139488.026759999804199,11054.79315459999998
27,19,19027,3061508.392729999963194,7916.910054459999628
21,19,19021,2691205.333349999971688,7356.57718062999993
22,19,19022,3351913.270060000009835,7485.226567020000402
23,19,19023,2582497.193260000087321,6694.34647017000043
24,19,19024,1669699.886889999965206,5345.72992985000019
25,19,19025,3372136.088779999874532,8642.624313129999791
26,19,19026,4265805.631079999729991,11585.98280960000011
28,19,19028,4643556.248069999739528,12290.302372599999217
29,19,19029,3027954.811009999830276,8084.734864060000291
30,19,19030,2903084.144199999980628,7416.676512390000426
31,19,19031,3060103.072279999963939,7146.923185480000029
32,19,19032,6248606.448239999823272,10688.374145100000533
33,19,19033,2561239.213500000070781,7389.69273548000001
34,19,19034,2492267.08276000013575,8703.999008759999924
35,19,19035,2631938.238220000173897,6627.56461666999985
36,19,19036,2878134.510770000051707,7513.649280960000397
37,19,19037,2971348.115089999977499,7017.165312019999874
50,19,19050,1796175.961730000097305,5359.23519129000033
38,19,19038,3428035.874199999962002,7964.108460929999637
39,19,19039,14182519.717399999499321,15924.921902699999919
40,19,19040,3398922.615929999854416,7476.603358499999558
41,19,19041,2696115.038929999805987,8626.284504200000811
47,19,19047,3516440.577959999907762,8130.274480349999976
42,19,19042,2915108.272200000006706,7683.914352669999971
43,19,19043,5211425.099729999899864,10524.759709399999338
44,19,19044,2879949.048210000153631,7341.504687689999628
45,19,19045,2672839.44961000001058,6678.513316450000275
46,19,19046,2499285.423570000100881,6652.842447119999633
48,19,19048,5334234.262729999609292,11854.254806900000403
49,19,19049,5201640.696999999694526,12965.030648300000394
52,19,19052,3932268.351079999934882,10753.360868499999924
8,19,19008,3113712.641629999969155,7329.380483459999596
53,19,19053,3591766.61744000017643,8006.032931839999947
54,19,19054,3111083.731900000013411,7335.993396810000377
55,19,19055,2220253.189520000014454,6664.130616249999548
56,19,19056,9170088.900240000337362,13050.761116400000901
57,19,19057,2965393.709640000015497,7969.515492300000005
20,19,19020,3595728.842269999906421,9704.788514330000908
2,23,23002,1790900.816850000061095,7998.130689329999768
4,23,23004,2291203.028160000219941,6508.943135829999846
5,23,23005,2439858.655160000082105,7999.812186309999561
7,23,23007,2451703.362149999942631,8643.491654580000613
20,23,23020,2439335.807310000061989,6350.349162010000327
10,23,23010,3265825.338680000044405,10305.54763660000026
11,23,23011,2760637.564979999791831,7018.01805837000029
13,23,23013,2387154.406159999780357,6650.741113330000189
15,23,23015,2027483.9734499999322,6629.712110370000119
17,23,23017,2415496.670469999779016,7952.688430760000301
19,23,23019,2550248.360609999857843,6665.356204030000299
15,32,32015,1368134.14972999994643,5624.119164579999961
1,23,23001,3668070.005570000037551,12278.179570300000705
3,23,23003,2385988.203579999972135,7842.191744450000442
6,23,23006,2726171.697689999826252,8453.343819710000389
16,23,23016,1735616.063820000039414,6287.555398919999789
21,26,26021,1332538.892489999998361,4558.763986769999974
8,23,23008,37466929.659800000488758,24643.381258599998546
9,23,23009,2043073.403810000047088,6630.595210960000259
12,23,23012,2448718.009899999946356,8674.414880989999801
14,23,23014,2443471.386950000189245,6591.804114540000228
18,23,23018,7389228.005900000222027,12632.65869770000063
24,23,23024,2586121.144559999927878,6994.829135560000395
27,23,23027,2507499.302350000012666,6620.945834899999682
26,23,23026,5818413.352269999682903,10687.663858300000356
29,23,23029,3470291.056859999895096,9569.751204840000355
25,23,23025,5069746.614500000141561,12162.721920500000124
23,23,23023,1886655.883330000098795,6669.167587199999616
22,23,23022,3470666.116959999781102,9680.918785019999632
21,23,23021,2289979.601079999934882,7035.125716859999557
28,23,23028,2019856.085549999959767,6705.296931019999647
32,23,23032,3019201.445540000218898,8023.232799710000108
33,23,23033,2661709.997349999845028,7653.614357919999748
35,23,23035,1446790.895849999971688,5337.368707489999906
36,23,23036,2582236.505630000028759,6833.12527184999999
37,23,23037,2737553.701439999975264,9027.466217470000629
38,23,23038,2003297.1103900000453,6341.88542808999955
39,23,23039,2443525.107840000186116,7316.250842350000312
34,23,23034,2239572.557120000012219,8009.721846499999629
3,26,26003,1250181.865460000000894,5324.152706230000149
1,26,26001,778395.869232999975793,4673.160666390000188
2,26,26002,1254055.552870000014082,5312.180737939999744
5,26,26005,986844.188579999958165,4309.516629630000352
6,26,26006,1129705.521690000081435,4989.139907619999576
18,26,26018,1463864.960119999945164,6442.087394909999603
9,26,26009,2051059.831819999963045,7950.645477050000409
10,26,26010,1621457.252719999989495,7688.562126290000379
11,26,26011,2092858.846889999927953,6803.58734456000002
12,26,26012,1250163.036159999901429,4755.766743270000006
14,26,26014,1755352.405629999935627,5348.592254129999674
26,29,29026,1990485.837740000104532,5617.825560049999694
24,26,26024,1278845.756830000085756,5332.054120310000144
25,26,26025,1780622.714970000088215,10955.960551000000123
27,26,26027,9955203.69683999940753,13641.497735900000407
29,26,26029,837467.760395999997854,4431.191080169999623
32,26,26032,1346511.946860000025481,5013.441444099999899
33,26,26033,977394.41093999997247,4993.505854689999978
34,26,26034,1048365.762759999954142,4854.77654861999963
35,26,26035,915984.45764399995096,4372.429341449999811
36,26,26036,1028216.655840000021271,5649.789573680000103
31,26,26031,1913315.329900000011548,9698.847808230000737
30,26,26030,1036234.351030000019819,4306.870884199999637
28,26,26028,1666187.096180000109598,6547.168048430000454
26,26,26026,662487.677371000056155,3323.920013909999852
23,26,26023,2274296.288240000139922,7796.800432519999958
22,26,26022,974875.742136999964714,4361.290942249999716
19,26,26019,1694045.30835000006482,5990.741613840000355
16,26,26016,875597.502266000024974,3988.542118859999846
42,26,26042,862380.747131000040099,4559.972063359999993
15,26,26015,1721112.649489999981597,6781.970186560000002
13,26,26013,1109665.758249999955297,4694.05134887999975
8,26,26008,1613523.635319999884814,6140.672376020000229
7,26,26007,998580.052545999991708,4803.745573569999578
4,26,26004,1049067.311699999962002,4467.661299950000284
49,26,26049,886111.377882999950089,3997.021959199999856
48,26,26048,890217.569798000040464,4008.357778040000085
47,26,26047,1546021.642789999954402,5937.488881919999585
44,26,26044,842841.737545000039972,3882.484540959999777
45,26,26045,1149218.603550000116229,4960.390317219999815
43,26,26043,1017950.455360000021756,5672.857370179999634
37,26,26037,1437418.543710000114515,5704.859628639999755
41,26,26041,1018332.674950000015087,4652.681846020000194
40,26,26040,938114.287745999987237,4407.68105474999993
39,26,26039,864032.391341999988072,4664.033184289999554
5,28,28005,10576598.911800000816584,13254.816079199999876
6,28,28006,578779.900362999993376,3138.671689989999777
8,28,28008,612658.331073999986984,3170.992669469999782
10,28,28010,2092348.592709999997169,7123.923345160000281
4,28,28004,1152570.597790000028908,4415.865903339999932
11,28,28011,5596357.988309999927878,10883.24392110000008
9,28,28009,2012078.541280000004917,6376.619608949999929
16,28,28016,2128278.861130000092089,5883.623192220000419
17,28,28017,1542387.083529999945313,5566.595281109999632
14,28,28014,1520547.779189999913797,5839.154650970000148
19,28,28019,12735644.893300000578165,25530.908773300001485
27,28,28027,2269100.379470000043511,6102.500598790000367
20,28,28020,1326896.328699999954551,4932.307426929999565
28,28,28028,2795142.601759999990463,7823.422406509999746
1,28,28001,1071782.656470000045374,5545.733140370000001
2,28,28002,2805850.482940000016242,6885.912026940000032
3,28,28003,1921183.619440000038594,6548.94181368000045
12,28,28012,1611982.079450000077486,5757.865154529999927
21,28,28021,3552849.84265000000596,7979.332389860000148
22,28,28022,6994377.732800000347197,10597.763772899999822
23,28,28023,10035043.624299999326468,17352.934122499998921
6,1,01006,1466806.729370000073686,5014.561104309999791
24,28,28024,3534197.364459999836981,7994.375478300000395
2,1,01002,1484363.500509999925271,4889.318839100000332
3,1,01003,1373280.651520000072196,5484.826007110000319
4,1,01004,1491991.724290000041947,6351.763671769999746
5,1,01005,1563866.182090000016615,6309.458058539999911
7,1,01007,1108273.640970000065863,4597.963946249999935
8,1,01008,1190695.138419999973848,5422.277166109999598
9,1,01009,1165588.111310000065714,4691.030736069999875
10,1,01010,1385419.683209999930114,5628.890516430000389
11,1,01011,1932721.269169999985024,7024.308614180000404
12,1,01012,1764935.258529999991879,6633.862636869999733
13,1,01013,1169791.328359999926761,5014.242378330000065
14,1,01014,2649329.427670000120997,7968.452405760000147
15,1,01015,1352603.691330000059679,6003.709529110000403
16,1,01016,1517083.365840000100434,5316.442152120000173
17,1,01017,1611241.576660000020638,5353.584672570000293
18,1,01018,1094811.097749999957159,4314.369004819999645
20,1,01020,1127281.965409999946132,4336.125176999999894
21,1,01021,2410403.6064100000076,6626.313391849999789
22,1,01022,1307925.240040000062436,5269.65138104000016
27,1,01027,1736772.77546999999322,5293.479124800000136
28,1,01028,4360855.454130000434816,10806.450690300000133
44,1,01044,882563.814413000014611,3988.556280159999915
29,1,01029,1754172.054199999896809,5297.77286894000008
30,1,01030,1658127.693419999908656,5176.29220641000029
32,1,01032,1657782.25887000001967,5660.927889259999574
33,1,01033,2201219.7234499999322,7172.74727595999957
34,1,01034,1134721.414949999889359,5720.94319263000034
36,1,01036,1303352.037530000088736,5031.865093389999856
38,1,01038,1775585.672990000108257,6006.002307519999704
39,1,01039,1445475.795910000102594,5674.708683570000176
40,1,01040,1037964.794950000010431,5308.93448694000017
37,1,01037,1956281.015279999934137,6705.704421890000049
29,2,02029,496117.811011000012513,4131.105178759999944
35,1,01035,1672326.783280000090599,5912.103959179999947
31,1,01031,1333219.731600000057369,5339.172267500000089
26,1,01026,1414851.741579999914393,5153.629525180000201
25,1,01025,1274768.556140000000596,5031.266098649999549
24,1,01024,1397194.551419999916106,5635.442621549999785
23,1,01023,2029313.941039999946952,5701.650687719999951
19,1,01019,1993873.331969999941066,7903.317405220000182
1,1,01001,1705170.83254999993369,5225.758866979999766
41,1,01041,957339.456420999951661,5412.386856369999805
42,1,01042,1691166.388370000058785,8527.660834640000758
43,1,01043,1008126.138529999996535,5586.746044630000142
1,2,02001,1310967.203350000083447,6385.673188710000431
3,2,02003,1205993.301800000015646,5932.495604920000005
4,2,02004,1077072.095419999910519,5559.513177189999624
5,2,02005,1312598.566030000103638,5124.932436860000053
6,2,02006,2268822.46402999991551,7182.230561020000096
7,2,02007,867289.887219000025652,4018.37401884000019
30,2,02030,416205.899906000006013,2857.964681060000203
8,2,02008,1441947.71441000001505,5682.434778709999591
9,2,02009,1288639.118569999933243,7473.319976419999875
10,2,02010,1560491.962649999884889,6264.271724109999923
11,2,02011,364306.266852999979164,4102.318827779999992
2,2,02002,188783.684998999990057,1986.810067659999959
12,2,02012,1444206.68675999995321,5761.096123790000092
13,2,02013,289059.311986999993678,2594.937353610000173
14,2,02014,1423449.652370000025257,5605.71061095999994
15,2,02015,1288612.801100000040606,6263.422892710000269
16,2,02016,1132711.592429999960586,4973.528173069999866
17,2,02017,1988543.046270000049844,7971.247895489999792
18,2,02018,216851.27165700000478,1864.650158610000062
19,2,02019,363703.803966999985278,2413.806435080000028
31,2,02031,688960.084929000004195,3587.183196169999974
20,2,02020,12160989.684599999338388,21408.461863000000449
21,2,02021,1337008.967050000093877,6280.902376940000067
22,2,02022,2040826.562979999929667,7179.496287210000446
32,2,02032,492612.241542999981903,3670.402489380000134
23,2,02023,1356555.769959999946877,5471.914623470000151
24,2,02024,1224297.116600000066683,5601.036911070000315
25,2,02025,1691003.936089999973774,8532.28812968999955
26,2,02026,1391456.045750000048429,6148.091212319999613
27,2,02027,389601.358232000027783,2596.314107589999821
28,2,02028,841143.702777000027709,4511.35281329999998
33,2,02033,777218.562915000016801,5596.985009269999864
34,2,02034,307810.662604000011925,2735.174830680000014
36,2,02036,562583.578564999974333,3013.393816830000105
37,2,02037,497957.544592000020202,3885.462866989999839
38,2,02038,407374.492492999997921,3522.314969070000188
39,2,02039,418152.936243999982253,3513.73810149000019
40,2,02040,712325.143687000032514,3730.742580489999909
41,2,02041,1115355.557950000045821,6021.483887729999879
42,2,02042,374909.341813999984879,2539.588855550000062
43,2,02043,922812.704790999996476,4984.954983020000327
46,2,02046,679109.612137999967672,4363.840525110000272
35,2,02035,756820.344439000007696,3590.125652660000014
12,9,09012,2135872.038989999797195,6202.274130650000188
23,9,09023,2933224.495970000047237,7973.659390689999782
24,9,09024,10567207.055900000035763,14818.197465100000045
35,9,09035,2022832.097800000105053,6481.148045529999763
25,9,09025,2411776.408059999812394,6755.688882720000038
48,9,09048,2786340.682070000097156,7517.501322109999819
49,9,09049,2911040.360940000042319,7042.066218809999555
50,9,09050,3192507.107559999916703,7930.631101470000431
51,9,09051,2358537.586139999795705,6285.128375489999598
