"Elec"
"Emanuel","Emanuel_Pct","Pct","Votes Cast","Wilson","Wilson_Pct"
"244","76.01%","29","321","77","23.99%"
"286","80.79%","30","354","68","19.21%"
"307","78.52%","31","391","84","21.48%"
"12335","83.41%","","","2454","16.59%"
"298","84.42%","32","353","55","15.58%"
"389","90.68%","33","429","40","9.32%"
"224","81.16%","34","276","52","18.84%"
"399","89.26%","35","447","48","10.74%"
"74","61.67%","36","120","46","38.33%"
"231","81.34%","37","284","53","18.66%"
"373","93.48%","38","399","26","6.52%"
"196","72.06%","39","272","76","27.94%"
"134","69.07%","40","194","60","30.93%"
"379","82.57%","41","459","80","17.43%"
"248","79.49%","42","312","64","20.51%"
"409","88.72%","43","461","52","11.28%"
"288","85.46%","44","337","49","14.54%"
"212","84.80%","45","250","38","15.20%"
"153","85.00%","46","180","27","15.00%"
"","%","","Votes Cast","","%"
"388","74.05%","1","524","136","25.95%"
"251","79.18%","2","317","66","20.82%"
"269","84.06%","3","320","51","15.94%"
"334","81.46%","4","410","76","18.54%"
"185","66.55%","5","278","93","33.45%"
"247","79.42%","6","311","64","20.58%"
"256","83.66%","7","306","50","16.34%"
"262","72.58%","8","361","99","27.42%"
"213","78.31%","9","272","59","21.69%"
"226","81.00%","10","279","53","19.00%"
"232","77.08%","11","301","69","22.92%"
"281","75.54%","12","372","91","24.46%"
"212","86.18%","13","246","34","13.82%"
"216","80.60%","14","268","52","19.40%"
"246","73.65%","15","334","88","26.35%"
"257","76.49%","16","336","79","23.51%"
"314","76.40%","17","411","97","23.60%"
"245","78.03%","18","314","69","21.97%"
"289","72.07%","19","401","112","27.93%"
"140","64.81%","20","216","76","35.19%"
"232","77.85%","21","298","66","22.15%"
"","%","","Votes Cast","","%"
"287","77.36%","22","371","84","22.64%"
"213","75.00%","23","284","71","25.00%"
"243","75.23%","24","323","80","24.77%"
"230","77.70%","25","296","66","22.30%"
"202","72.14%","26","280","78","27.86%"
"273","76.26%","27","358","85","23.74%"
"10063","76.33%","","","3120","23.67%"
"228","71.25%","28","320","92","28.75%"
"225","74.01%","29","304","79","25.99%"
"241","74.15%","30","325","84","25.85%"
"188","77.37%","31","243","55","22.63%"
"244","73.94%","32","330","86","26.06%"
"176","69.02%","33","255","79","30.98%"
"268","73.63%","34","364","96","26.37%"
"355","79.95%","35","444","89","20.05%"
"222","77.62%","36","286","64","22.38%"
"244","71.98%","37","339","95","28.02%"
"212","79.10%","38","268","56","20.90%"
"229","82.37%","39","278","49","17.63%"
"230","76.67%","40","300","70","23.33%"
"258","75.88%","41","340","82","24.12%"
"","%","","Votes Cast","","%"
"140","53.64%","1","261","121","46.36%"
"151","53.36%","2","283","132","46.64%"
"176","59.86%","3","294","118","40.14%"
"229","56.13%","4","408","179","43.87%"
"236","62.43%","5","378","142","37.57%"
"281","63.15%","6","445","164","36.85%"
"281","58.06%","7","484","203","41.94%"
"164","50.00%","8","328","164","50.00%"
"169","51.21%","9","330","161","48.79%"
"188","48.33%","10","389","201","51.67%"
"117","45.35%","11","258","141","54.65%"
"164","51.25%","12","320","156","48.75%"
"193","54.99%","13","351","158","45.01%"
"262","61.79%","14","424","162","38.21%"
"268","57.02%","15","470","202","42.98%"
"194","61.01%","16","318","124","38.99%"
"235","62.50%","17","376","141","37.50%"
"209","58.71%","18","356","147","41.29%"
"112","64.37%","19","174","62","35.63%"
"126","57.01%","20","221","95","42.99%"
"206","61.86%","21","333","127","38.14%"
"201","62.04%","22","324","123","37.96%"
"223","61.94%","23","360","137","38.06%"
"192","59.08%","24","325","133","40.92%"
"","%","","Votes Cast","","%"
"173","60.70%","25","285","112","39.30%"
"113","59.16%","26","191","78","40.84%"
"187","59.37%","27","315","128","40.63%"
"167","60.95%","28","274","107","39.05%"
"141","62.39%","29","226","85","37.61%"
"183","60.00%","30","305","122","40.00%"
"182","62.98%","31","289","107","37.02%"
"187","58.26%","32","321","134","41.74%"
"9341","59.24%","","","6427","40.76%"
"150","63.56%","33","236","86","36.44%"
"220","59.62%","34","369","149","40.38%"
"257","60.90%","35","422","165","39.10%"
"240","60.00%","36","400","160","40.00%"
"201","61.85%","37","325","124","38.15%"
"173","60.07%","38","288","115","39.93%"
"197","60.80%","39","324","127","39.20%"
"238","65.56%","40","363","125","34.44%"
"207","61.06%","41","339","132","38.94%"
"254","63.66%","42","399","145","36.34%"
"250","58.55%","43","427","177","41.45%"
"245","64.81%","44","378","133","35.19%"
"140","57.61%","45","243","103","42.39%"
"158","60.08%","46","263","105","39.92%"
"164","57.75%","47","284","120","42.25%"
"197","67.47%","48","292","95","32.53%"
"","%","","Votes Cast","","%"
"174","55.95%","1","311","137","44.05%"
"207","62.92%","2","329","122","37.08%"
"353","77.24%","3","457","104","22.76%"
"235","64.03%","4","367","132","35.97%"
"221","74.41%","5","297","76","25.59%"
"184","58.41%","6","315","131","41.59%"
"352","71.54%","7","492","140","28.46%"
"149","52.84%","8","282","133","47.16%"
"218","67.28%","9","324","106","32.72%"
"233","70.82%","10","329","96","29.18%"
"218","67.70%","11","322","104","32.30%"
"177","55.66%","12","318","141","44.34%"
"218","68.77%","13","317","99","31.23%"
"217","50.70%","14","428","211","49.30%"
"252","72.62%","15","347","95","27.38%"
"201","56.30%","16","357","156","43.70%"
"310","71.76%","17","432","122","28.24%"
"219","70.42%","18","311","92","29.58%"
"198","75.29%","19","263","65","24.71%"
"200","56.98%","20","351","151","43.02%"
"","%","","Votes Cast","","%"
"135","59.73%","21","226","91","40.27%"
"115","39.79%","22","289","174","60.21%"
"175","61.62%","23","284","109","38.38%"
"283","75.27%","24","376","93","24.73%"
"185","52.86%","25","350","165","47.14%"
"166","59.29%","26","280","114","40.71%"
"213","64.74%","27","329","116","35.26%"
"8723","64.68%","","","4764","35.32%"
"309","73.40%","28","421","112","26.60%"
"208","68.42%","29","304","96","31.58%"
"191","57.19%","30","334","143","42.81%"
"197","67.47%","31","292","95","32.53%"
"214","51.44%","32","416","202","48.56%"
"283","79.05%","33","358","75","20.95%"
"221","63.87%","34","346","125","36.13%"
"266","64.88%","35","410","144","35.12%"
"273","75.00%","36","364","91","25.00%"
"159","64.37%","37","247","88","35.63%"
"180","60.20%","38","299","119","39.80%"
"249","78.80%","39","316","67","21.20%"
"165","55.56%","40","297","132","44.44%"
"","%","","Votes Cast","","%"
"133","69.63%","1","191","58","30.37%"
"290","69.38%","2","418","128","30.62%"
"352","76.52%","3","460","108","23.48%"
"272","68.34%","4","398","126","31.66%"
"222","65.29%","5","340","118","34.71%"
"237","72.70%","6","326","89","27.30%"
"183","60.20%","7","304","121","39.80%"
"291","72.75%","8","400","109","27.25%"
"160","61.54%","9","260","100","38.46%"
"190","56.55%","10","336","146","43.45%"
"210","76.09%","11","276","66","23.91%"
"221","61.39%","12","360","139","38.61%"
"178","54.27%","13","328","150","45.73%"
"218","67.91%","14","321","103","32.09%"
"142","40.57%","15","350","208","59.43%"
"235","61.36%","16","383","148","38.64%"
"201","63.41%","17","317","116","36.59%"
"251","72.75%","18","345","94","27.25%"
"185","51.82%","19","357","172","48.18%"
"202","56.90%","20","355","153","43.10%"
"181","60.13%","21","301","120","39.87%"
"229","59.33%","22","386","157","40.67%"
"179","50.14%","23","357","178","49.86%"
"204","66.45%","24","307","103","33.55%"
"","%","","Votes Cast","","%"
"222","64.35%","25","345","123","35.65%"
"193","53.61%","26","360","167","46.39%"
"184","65.25%","27","282","98","34.75%"
"217","61.82%","28","351","134","38.18%"
"223","66.97%","29","333","110","33.03%"
"202","57.55%","30","351","149","42.45%"
"161","50.79%","31","317","156","49.21%"
"199","55.74%","32","357","158","44.26%"
"10169","62.97%","","","5980","37.03%"
"272","79.30%","33","343","71","20.70%"
"253","62.78%","34","403","150","37.22%"
"221","69.50%","35","318","97","30.50%"
"207","57.66%","36","359","152","42.34%"
"223","61.77%","37","361","138","38.23%"
"201","63.21%","38","318","117","36.79%"
"252","68.11%","39","370","118","31.89%"
"229","61.56%","40","372","143","38.44%"
"246","61.35%","41","401","155","38.65%"
"133","46.02%","42","289","156","53.98%"
"213","69.84%","43","305","92","30.16%"
"267","75.21%","44","355","88","24.79%"
"215","59.89%","45","359","144","40.11%"
"197","59.88%","46","329","132","40.12%"
"231","67.15%","47","344","113","32.85%"
"42","82.35%","48","51","9","17.65%"
"","%","","Votes Cast","","%"
"149","49.67%","1","300","151","50.33%"
"142","69.95%","2","203","61","30.05%"
"179","54.57%","3","328","149","45.43%"
"187","62.13%","4","301","114","37.87%"
"160","64.00%","5","250","90","36.00%"
"215","61.78%","6","348","133","38.22%"
"184","55.26%","7","333","149","44.74%"
"184","66.67%","8","276","92","33.33%"
"187","68.00%","9","275","88","32.00%"
"225","52.69%","10","427","202","47.31%"
"179","59.08%","11","303","124","40.92%"
"229","61.73%","12","371","142","38.27%"
"313","66.60%","13","470","157","33.40%"
"160","70.18%","14","228","68","29.82%"
"128","61.84%","15","207","79","38.16%"
"156","51.66%","16","302","146","48.34%"
"188","57.67%","17","326","138","42.33%"
"213","67.83%","18","314","101","32.17%"
"156","60.00%","19","260","104","40.00%"
"175","47.43%","20","369","194","52.57%"
"219","57.94%","21","378","159","42.06%"
"253","68.01%","22","372","119","31.99%"
"280","60.74%","23","461","181","39.26%"
"","%","","Votes Cast","","%"
"205","59.42%","24","345","140","40.58%"
"201","58.26%","25","345","144","41.74%"
"112","60.87%","26","184","72","39.13%"
"151","54.71%","27","276","125","45.29%"
"293","69.27%","28","423","130","30.73%"
"184","78.97%","29","233","49","21.03%"
"153","52.40%","30","292","139","47.60%"
"183","50.97%","31","359","176","49.03%"
"8503","59.35%","","","5823","40.65%"
"125","48.45%","32","258","133","51.55%"
"194","76.68%","33","253","59","23.32%"
"162","52.60%","34","308","146","47.40%"
"184","67.15%","35","274","90","32.85%"
"180","67.92%","36","265","85","32.08%"
"137","44.77%","37","306","169","55.23%"
"250","64.10%","38","390","140","35.90%"
"205","64.67%","39","317","112","35.33%"
"143","49.83%","40","287","144","50.17%"
"150","50.68%","41","296","146","49.32%"
"160","48.93%","42","327","167","51.07%"
"209","58.54%","43","357","148","41.46%"
"197","53.83%","44","366","169","46.17%"
"111","50.45%","45","220","109","49.55%"
"153","62.96%","46","243","90","37.04%"
"","%","","Votes Cast","","%"
"102","53.97%","1","189","87","46.03%"
"111","50.45%","2","220","109","49.55%"
"168","46.54%","3","361","193","53.46%"
"147","41.41%","4","355","208","58.59%"
"203","55.16%","5","368","165","44.84%"
"122","46.21%","6","264","142","53.79%"
"148","51.39%","7","288","140","48.61%"
"143","53.76%","8","266","123","46.24%"
"147","47.27%","9","311","164","52.73%"
"153","44.09%","10","347","194","55.91%"
"175","46.05%","11","380","205","53.95%"
"177","44.47%","12","398","221","55.53%"
"194","47.90%","13","405","211","52.10%"
"177","57.84%","14","306","129","42.16%"
"107","46.93%","15","228","121","53.07%"
"204","58.29%","16","350","146","41.71%"
"153","55.23%","17","277","124","44.77%"
"","%","","Votes Cast","","%"
"178","42.38%","18","420","242","57.62%"
"134","49.26%","19","272","138","50.74%"
"200","43.86%","20","456","256","56.14%"
"125","55.56%","21","225","100","44.44%"
"168","45.65%","22","368","200","54.35%"
"5127","48.38%","","","5471","51.62%"
"131","40.43%","23","324","193","59.57%"
"132","52.38%","24","252","120","47.62%"
"174","46.28%","25","376","202","53.72%"
"193","50.26%","26","384","191","49.74%"
"141","42.09%","27","335","194","57.91%"
"149","44.08%","28","338","189","55.92%"
"152","43.18%","29","352","200","56.82%"
"154","47.83%","30","322","168","52.17%"
"160","62.50%","31","256","96","37.50%"
"180","55.38%","32","325","145","44.62%"
"125","44.64%","33","280","155","55.36%"
"","%","","Votes Cast","","%"
"245","75.85%","1","323","78","24.15%"
"117","65.00%","2","180","63","35.00%"
"194","69.53%","3","279","85","30.47%"
"182","57.59%","4","316","134","42.41%"
"192","72.73%","5","264","72","27.27%"
"172","55.31%","6","311","139","44.69%"
"194","52.57%","7","369","175","47.43%"
"134","50.95%","8","263","129","49.05%"
"132","53.23%","9","248","116","46.77%"
"220","69.40%","10","317","97","30.60%"
"207","82.14%","11","252","45","17.86%"
"134","84.81%","12","158","24","15.19%"
"99","40.74%","13","243","144","59.26%"
"81","76.42%","14","106","25","23.58%"
"204","55.89%","15","365","161","44.11%"
"97","78.86%","16","123","26","21.14%"
"134","59.29%","17","226","92","40.71%"
"82","93.18%","18","88","6","6.82%"
"71","35.50%","19","200","129","64.50%"
"129","40.57%","20","318","189","59.43%"
"","%","","Votes Cast","","%"
"120","51.28%","21","234","114","48.72%"
"169","67.87%","22","249","80","32.13%"
"158","65.56%","23","241","83","34.44%"
"246","76.88%","24","320","74","23.13%"
"239","74.69%","25","320","81","25.31%"
"131","48.16%","26","272","141","51.84%"
"73","82.95%","27","88","15","17.05%"
"6249","60.90%","","","4012","39.10%"
"154","49.20%","28","313","159","50.80%"
"91","41.74%","29","218","127","58.26%"
"106","50.72%","30","209","103","49.28%"
"131","45.80%","31","286","155","54.20%"
"123","48.05%","32","256","133","51.95%"
"224","79.43%","33","282","58","20.57%"
"235","60.88%","34","386","151","39.12%"
"167","50.76%","35","329","162","49.24%"
"148","52.67%","36","281","133","47.33%"
"159","56.58%","37","281","122","43.42%"
"131","77.06%","38","170","39","22.94%"
"146","69.86%","39","209","63","30.14%"
"278","75.54%","40","368","90","24.46%"
