"Elec"
"Emanuel","Emanuel_Pct","Pct","Votes Cast","Wilson","Wilson_Pct"
"","%","","Votes Cast","","%"
"93","35.91%","1","259","166","64.09%"
"75","29.53%","2","254","179","70.47%"
"149","55.39%","3","269","120","44.61%"
"145","52.35%","4","277","132","47.65%"
"144","66.36%","5","217","73","33.64%"
"144","49.66%","6","290","146","50.34%"
"79","42.47%","7","186","107","57.53%"
"158","58.74%","8","269","111","41.26%"
"106","40.15%","9","264","158","59.85%"
"138","61.06%","10","226","88","38.94%"
"149","58.89%","11","253","104","41.11%"
"139","46.33%","12","300","161","53.67%"
"40","33.06%","13","121","81","66.94%"
"147","54.44%","14","270","123","45.56%"
"85","33.20%","15","256","171","66.80%"
"64","28.07%","16","228","164","71.93%"
"83","33.07%","17","251","168","66.93%"
"104","35.99%","18","289","185","64.01%"
"126","32.47%","19","388","262","67.53%"
"72","30.25%","20","238","166","69.75%"
"154","66.38%","21","232","78","33.62%"
"68","40.72%","22","167","99","59.28%"
"","%","","Votes Cast","","%"
"155","39.24%","23","395","240","60.76%"
"55","27.50%","24","200","145","72.50%"
"77","38.31%","25","201","124","61.69%"
"39","19.70%","26","198","159","80.30%"
"118","47.77%","27","247","129","52.23%"
"51","38.35%","28","133","82","61.65%"
"139","54.09%","29","257","118","45.91%"
"4748","44.26%","","","5979","55.74%"
"83","26.77%","30","310","227","73.23%"
"123","44.09%","31","279","156","55.91%"
"138","52.27%","32","264","126","47.73%"
"140","49.65%","33","282","142","50.35%"
"86","36.60%","34","235","149","63.40%"
"145","48.49%","35","299","154","51.51%"
"150","64.66%","36","232","82","35.34%"
"132","54.77%","37","241","109","45.23%"
"109","40.22%","38","271","162","59.78%"
"107","45.34%","39","236","129","54.66%"
"165","58.72%","40","281","116","41.28%"
"72","37.50%","41","192","120","62.50%"
"29","31.87%","42","91","62","68.13%"
"86","46.99%","43","183","97","53.01%"
"87","44.39%","44","196","109","55.61%"
"","%","","Votes Cast","","%"
"137","54.58%","1","251","114","45.42%"
"299","86.92%","2","344","45","13.08%"
"176","63.77%","3","276","100","36.23%"
"141","52.61%","4","268","127","47.39%"
"168","53.67%","5","313","145","46.33%"
"132","49.07%","6","269","137","50.93%"
"170","60.28%","7","282","112","39.72%"
"148","51.57%","8","287","139","48.43%"
"229","84.50%","9","271","42","15.50%"
"334","90.51%","10","369","35","9.49%"
"344","91.25%","11","377","33","8.75%"
"258","76.79%","12","336","78","23.21%"
"336","84.42%","13","398","62","15.58%"
"172","50.15%","14","343","171","49.85%"
"174","63.04%","15","276","102","36.96%"
"148","67.58%","16","219","71","32.42%"
"218","62.11%","17","351","133","37.89%"
"246","85.12%","18","289","43","14.88%"
"274","89.84%","19","305","31","10.16%"
"234","86.35%","20","271","37","13.65%"
"186","59.05%","21","315","129","40.95%"
"319","84.17%","22","379","60","15.83%"
"310","91.99%","23","337","27","8.01%"
"","%","","Votes Cast","","%"
"252","85.14%","24","296","44","14.86%"
"186","69.40%","25","268","82","30.60%"
"190","77.24%","26","246","56","22.76%"
"256","85.62%","27","299","43","14.38%"
"273","79.36%","28","344","71","20.64%"
"248","84.93%","29","292","44","15.07%"
"238","81.23%","30","293","55","18.77%"
"425","87.81%","31","484","59","12.19%"
"10931","77.17%","","","3233","22.83%"
"193","82.13%","32","235","42","17.87%"
"446","83.83%","33","532","86","16.17%"
"309","90.09%","34","343","34","9.91%"
"237","84.34%","35","281","44","15.66%"
"228","82.01%","36","278","50","17.99%"
"282","77.69%","37","363","81","22.31%"
"322","85.64%","38","376","54","14.36%"
"207","82.47%","39","251","44","17.53%"
"211","83.73%","40","252","41","16.27%"
"181","86.19%","41","210","29","13.81%"
"210","75.27%","42","279","69","24.73%"
"301","84.79%","43","355","54","15.21%"
"190","81.90%","44","232","42","18.10%"
"238","69.59%","45","342","104","30.41%"
"155","82.89%","46","187","32","17.11%"
"","%","","Votes Cast","","%"
"198","57.39%","1","345","147","42.61%"
"307","68.53%","2","448","141","31.47%"
"241","70.26%","3","343","102","29.74%"
"177","50.43%","4","351","174","49.57%"
"147","65.92%","5","223","76","34.08%"
"261","75.43%","6","346","85","24.57%"
"155","55.56%","7","279","124","44.44%"
"134","58.52%","8","229","95","41.48%"
"175","57.57%","9","304","129","42.43%"
"94","59.49%","10","158","64","40.51%"
"171","56.25%","11","304","133","43.75%"
"211","57.81%","12","365","154","42.19%"
"277","75.07%","13","369","92","24.93%"
"183","70.38%","14","260","77","29.62%"
"156","55.12%","15","283","127","44.88%"
"179","61.51%","16","291","112","38.49%"
"204","66.02%","17","309","105","33.98%"
"264","61.11%","18","432","168","38.89%"
"253","75.07%","19","337","84","24.93%"
"182","57.23%","20","318","136","42.77%"
"293","72.89%","21","402","109","27.11%"
"","%","","Votes Cast","","%"
"204","68.92%","22","296","92","31.08%"
"177","60.82%","23","291","114","39.18%"
"188","64.60%","24","291","103","35.40%"
"372","81.22%","25","458","86","18.78%"
"358","79.56%","26","450","92","20.44%"
"222","70.93%","27","313","91","29.07%"
"8557","66.24%","","","4362","33.76%"
"194","72.66%","28","267","73","27.34%"
"200","64.10%","29","312","112","35.90%"
"193","59.57%","30","324","131","40.43%"
"237","65.65%","31","361","124","34.35%"
"265","77.03%","32","344","79","22.97%"
"190","74.22%","33","256","66","25.78%"
"256","71.11%","34","360","104","28.89%"
"85","52.15%","35","163","78","47.85%"
"100","57.47%","36","174","74","42.53%"
"148","58.27%","37","254","106","41.73%"
"249","71.14%","38","350","101","28.86%"
"250","82.78%","39","302","52","17.22%"
"225","61.31%","40","367","142","38.69%"
"182","62.76%","41","290","108","37.24%"
"","%","","Votes Cast","","%"
"138","34.59%","1","399","261","65.41%"
"295","78.46%","2","376","81","21.54%"
"172","56.39%","3","305","133","43.61%"
"227","55.10%","4","412","185","44.90%"
"178","52.05%","5","342","164","47.95%"
"307","62.91%","6","488","181","37.09%"
"234","57.07%","7","410","176","42.93%"
"221","53.13%","8","416","195","46.88%"
"251","51.75%","9","485","234","48.25%"
"225","56.53%","10","398","173","43.47%"
"221","65.00%","11","340","119","35.00%"
"193","54.99%","12","351","158","45.01%"
"130","67.71%","13","192","62","32.29%"
"199","56.37%","14","353","154","43.63%"
"240","60.00%","15","400","160","40.00%"
"254","73.20%","16","347","93","26.80%"
"235","68.91%","17","341","106","31.09%"
"221","61.05%","18","362","141","38.95%"
"180","57.69%","19","312","132","42.31%"
"","%","","Votes Cast","","%"
"242","69.94%","20","346","104","30.06%"
"195","64.14%","21","304","109","35.86%"
"237","58.81%","22","403","166","41.19%"
"238","51.63%","23","461","223","48.37%"
"205","60.83%","24","337","132","39.17%"
"253","74.41%","25","340","87","25.59%"
"8244","58.90%","","","5753","41.10%"
"227","60.21%","26","377","150","39.79%"
"137","38.59%","27","355","218","61.41%"
"214","60.11%","28","356","142","39.89%"
"141","52.42%","29","269","128","47.58%"
"230","59.59%","30","386","156","40.41%"
"287","62.80%","31","457","170","37.20%"
"185","55.89%","32","331","146","44.11%"
"207","52.67%","33","393","186","47.33%"
"154","55.00%","34","280","126","45.00%"
"273","59.74%","35","457","184","40.26%"
"223","56.46%","36","395","172","43.54%"
"233","71.91%","37","324","91","28.09%"
"242","60.96%","38","397","155","39.04%"
"","%","","Votes Cast","","%"
"166","61.25%","1","271","105","38.75%"
"133","51.35%","2","259","126","48.65%"
"130","37.90%","3","343","213","62.10%"
"163","51.58%","4","316","153","48.42%"
"173","52.74%","5","328","155","47.26%"
"139","51.87%","6","268","129","48.13%"
"194","62.78%","7","309","115","37.22%"
"202","54.74%","8","369","167","45.26%"
"233","58.54%","9","398","165","41.46%"
"143","54.79%","10","261","118","45.21%"
"181","47.76%","11","379","198","52.24%"
"134","59.03%","12","227","93","40.97%"
"153","56.67%","13","270","117","43.33%"
"186","58.86%","14","316","130","41.14%"
"171","52.94%","15","323","152","47.06%"
"191","60.83%","16","314","123","39.17%"
"163","63.67%","17","256","93","36.33%"
"154","51.51%","18","299","145","48.49%"
"157","41.98%","19","374","217","58.02%"
"209","54.01%","20","387","178","45.99%"
"138","44.95%","21","307","169","55.05%"
"","%","","Votes Cast","","%"
"311","70.84%","22","439","128","29.16%"
"275","55.78%","23","493","218","44.22%"
"143","44.41%","24","322","179","55.59%"
"184","54.28%","25","339","155","45.72%"
"178","57.23%","26","311","133","42.77%"
"153","52.40%","27","292","139","47.60%"
"7322","55.15%","","","5954","44.85%"
"226","58.55%","28","386","160","41.45%"
"179","47.61%","29","376","197","52.39%"
"117","50.87%","30","230","113","49.13%"
"121","52.84%","31","229","108","47.16%"
"234","57.07%","32","410","176","42.93%"
"214","60.28%","33","355","141","39.72%"
"245","60.64%","34","404","159","39.36%"
"196","53.70%","35","365","169","46.30%"
"145","58.94%","36","246","101","41.06%"
"233","60.21%","37","387","154","39.79%"
"162","57.65%","38","281","119","42.35%"
"173","56.35%","39","307","134","43.65%"
"171","56.44%","40","303","132","43.56%"
"149","65.64%","41","227","78","34.36%"
"","%","","Votes Cast","","%"
"202","57.71%","1","350","148","42.29%"
"192","59.81%","2","321","129","40.19%"
"235","70.57%","3","333","98","29.43%"
"133","60.45%","4","220","87","39.55%"
"120","55.30%","5","217","97","44.70%"
"164","57.54%","6","285","121","42.46%"
"160","60.61%","7","264","104","39.39%"
"176","54.83%","8","321","145","45.17%"
"141","55.51%","9","254","113","44.49%"
"108","58.06%","10","186","78","41.94%"
"135","55.56%","11","243","108","44.44%"
"101","57.39%","12","176","75","42.61%"
"121","53.30%","13","227","106","46.70%"
"156","55.32%","14","282","126","44.68%"
"138","55.87%","15","247","109","44.13%"
"185","54.90%","16","337","152","45.10%"
"141","66.20%","17","213","72","33.80%"
"118","59.00%","18","200","82","41.00%"
"183","65.36%","19","280","97","34.64%"
"88","55.35%","20","159","71","44.65%"
"107","61.85%","21","173","66","38.15%"
"111","54.68%","22","203","92","45.32%"
"97","55.75%","23","174","77","44.25%"
"104","63.03%","24","165","61","36.97%"
"","%","","Votes Cast","","%"
"95","54.60%","25","174","79","45.40%"
"90","52.94%","26","170","80","47.06%"
"74","46.25%","27","160","86","53.75%"
"79","53.74%","28","147","68","46.26%"
"198","56.41%","29","351","153","43.59%"
"121","50.63%","30","239","118","49.37%"
"191","59.50%","31","321","130","40.50%"
"155","56.99%","32","272","117","43.01%"
"7000","56.84%","","","5315","43.16%"
"167","55.30%","33","302","135","44.70%"
"170","56.11%","34","303","133","43.89%"
"166","56.08%","35","296","130","43.92%"
"203","59.53%","36","341","138","40.47%"
"187","50.13%","37","373","186","49.87%"
"172","50.59%","38","340","168","49.41%"
"128","51.41%","39","249","121","48.59%"
"139","53.88%","40","258","119","46.12%"
"182","61.69%","41","295","113","38.31%"
"153","57.09%","42","268","115","42.91%"
"137","50.74%","43","270","133","49.26%"
"198","61.30%","44","323","125","38.70%"
"157","52.16%","45","301","144","47.84%"
"119","54.34%","46","219","100","45.66%"
"132","57.64%","47","229","97","42.36%"
"171","60.21%","48","284","113","39.79%"
"","%","","Votes Cast","","%"
"119","51.97%","1","229","110","48.03%"
"128","53.33%","2","240","112","46.67%"
"156","53.98%","3","289","133","46.02%"
"148","51.21%","4","289","141","48.79%"
"111","49.33%","5","225","114","50.67%"
"221","56.96%","6","388","167","43.04%"
"125","55.56%","7","225","100","44.44%"
"200","69.93%","8","286","86","30.07%"
"262","51.78%","9","506","244","48.22%"
"176","59.06%","10","298","122","40.94%"
"147","55.68%","11","264","117","44.32%"
"148","56.92%","12","260","112","43.08%"
"150","68.49%","13","219","69","31.51%"
"156","58.21%","14","268","112","41.79%"
"152","50.33%","15","302","150","49.67%"
"122","53.98%","16","226","104","46.02%"
"119","55.87%","17","213","94","44.13%"
"124","54.39%","18","228","104","45.61%"
"169","62.83%","19","269","100","37.17%"
"105","60.34%","20","174","69","39.66%"
"109","55.61%","21","196","87","44.39%"
"112","53.59%","22","209","97","46.41%"
"171","53.94%","23","317","146","46.06%"
"","%","","Votes Cast","","%"
"143","54.37%","24","263","120","45.63%"
"112","46.86%","25","239","127","53.14%"
"131","56.96%","26","230","99","43.04%"
"142","61.47%","27","231","89","38.53%"
"113","54.59%","28","207","94","45.41%"
"155","66.52%","29","233","78","33.48%"
"105","50.48%","30","208","103","49.52%"
"80","46.78%","31","171","91","53.22%"
"6948","56.46%","","","5357","43.54%"
"262","60.37%","32","434","172","39.63%"
"251","61.67%","33","407","156","38.33%"
"208","57.14%","34","364","156","42.86%"
"131","48.16%","35","272","141","51.84%"
"190","53.82%","36","353","163","46.18%"
"193","57.44%","37","336","143","42.56%"
"124","62.63%","38","198","74","37.37%"
"160","57.35%","39","279","119","42.65%"
"167","57.79%","40","289","122","42.21%"
"143","54.58%","41","262","119","45.42%"
"159","57.82%","42","275","116","42.18%"
"158","58.74%","43","269","111","41.26%"
"148","59.92%","44","247","99","40.08%"
"135","51.53%","45","262","127","48.47%"
"108","69.23%","46","156","48","30.77%"
"","%","","Votes Cast","","%"
"130","59.91%","1","217","87","40.09%"
"173","61.57%","2","281","108","38.43%"
"213","58.84%","3","362","149","41.16%"
"216","58.86%","4","367","151","41.14%"
"212","56.84%","5","373","161","43.16%"
"197","61.18%","6","322","125","38.82%"
"213","58.84%","7","362","149","41.16%"
"184","54.93%","8","335","151","45.07%"
"115","58.97%","9","195","80","41.03%"
"221","55.39%","10","399","178","44.61%"
"167","60.73%","11","275","108","39.27%"
"138","55.20%","12","250","112","44.80%"
"197","61.56%","13","320","123","38.44%"
"104","57.14%","14","182","78","42.86%"
"141","55.95%","15","252","111","44.05%"
"52","57.14%","16","91","39","42.86%"
"178","63.57%","17","280","102","36.43%"
"153","63.75%","18","240","87","36.25%"
"189","52.35%","19","361","172","47.65%"
"175","55.91%","20","313","138","44.09%"
"193","56.27%","21","343","150","43.73%"
"172","63.94%","22","269","97","36.06%"
"115","51.11%","23","225","110","48.89%"
"109","55.05%","24","198","89","44.95%"
"181","61.36%","25","295","114","38.64%"
"168","61.09%","26","275","107","38.91%"
"185","55.89%","27","331","146","44.11%"
"164","53.95%","28","304","140","46.05%"
"","%","","Votes Cast","","%"
"182","55.32%","29","329","147","44.68%"
"197","60.99%","30","323","126","39.01%"
"138","61.33%","31","225","87","38.67%"
"143","58.61%","32","244","101","41.39%"
"178","62.90%","33","283","105","37.10%"
"190","65.74%","34","289","99","34.26%"
"195","55.56%","35","351","156","44.44%"
"190","59.56%","36","319","129","40.44%"
"155","56.78%","37","273","118","43.22%"
"9143","58.51%","","","6483","41.49%"
"130","62.80%","38","207","77","37.20%"
"187","61.92%","39","302","115","38.08%"
"149","65.93%","40","226","77","34.07%"
"178","57.98%","41","307","129","42.02%"
"194","54.65%","42","355","161","45.35%"
"87","55.77%","43","156","69","44.23%"
"97","52.72%","44","184","87","47.28%"
"136","57.38%","45","237","101","42.62%"
"120","50.00%","46","240","120","50.00%"
"163","63.67%","47","256","93","36.33%"
"137","57.56%","48","238","101","42.44%"
"162","54.73%","49","296","134","45.27%"
"207","62.73%","50","330","123","37.27%"
"175","52.87%","51","331","156","47.13%"
"233","57.39%","52","406","173","42.61%"
"105","62.50%","53","168","63","37.50%"
"135","59.47%","54","227","92","40.53%"
"120","64.17%","55","187","67","35.83%"
"205","64.06%","56","320","115","35.94%"
"","%","","Votes Cast","","%"
"186","65.03%","1","286","100","34.97%"
"143","60.59%","2","236","93","39.41%"
"91","59.87%","3","152","61","40.13%"
"131","57.96%","4","226","95","42.04%"
"159","61.15%","5","260","101","38.85%"
"175","57.57%","6","304","129","42.43%"
"108","56.84%","7","190","82","43.16%"
"129","56.83%","8","227","98","43.17%"
"199","58.53%","9","340","141","41.47%"
"132","55.00%","10","240","108","45.00%"
"121","62.37%","11","194","73","37.63%"
"181","58.20%","12","311","130","41.80%"
"194","58.26%","13","333","139","41.74%"
"218","59.56%","14","366","148","40.44%"
"93","59.62%","15","156","63","40.38%"
"156","64.46%","16","242","86","35.54%"
"121","60.20%","17","201","80","39.80%"
"112","57.73%","18","194","82","42.27%"
"133","55.42%","19","240","107","44.58%"
"178","60.34%","20","295","117","39.66%"
"154","59.92%","21","257","103","40.08%"
"178","58.17%","22","306","128","41.83%"
"185","55.56%","23","333","148","44.44%"
"186","65.26%","24","285","99","34.74%"
"154","53.66%","25","287","133","46.34%"
"98","51.58%","26","190","92","48.42%"
"","%","","Votes Cast","","%"
"155","61.26%","27","253","98","38.74%"
"71","43.29%","28","164","93","56.71%"
"143","54.58%","29","262","119","45.42%"
"134","60.36%","30","222","88","39.64%"
"127","60.48%","31","210","83","39.52%"
"145","56.86%","32","255","110","43.14%"
"126","67.02%","33","188","62","32.98%"
"131","60.09%","34","218","87","39.91%"
"7728","58.21%","","","5548","41.79%"
"165","59.14%","35","279","114","40.86%"
"123","54.42%","36","226","103","45.58%"
"193","57.44%","37","336","143","42.56%"
"175","65.30%","38","268","93","34.70%"
"168","58.54%","39","287","119","41.46%"
"190","60.51%","40","314","124","39.49%"
"141","62.39%","41","226","85","37.61%"
"166","50.30%","42","330","164","49.70%"
"139","64.35%","43","216","77","35.65%"
"102","41.13%","44","248","146","58.87%"
"131","61.50%","45","213","82","38.50%"
"152","58.91%","46","258","106","41.09%"
"195","57.18%","47","341","146","42.82%"
"162","51.43%","48","315","153","48.57%"
"183","59.61%","49","307","124","40.39%"
"211","54.52%","50","387","176","45.48%"
"185","61.26%","51","302","117","38.74%"
"","%","","Votes Cast","","%"
"127","50.80%","1","250","123","49.20%"
"196","51.72%","2","379","183","48.28%"
"223","60.76%","3","367","144","39.24%"
"91","35.41%","4","257","166","64.59%"
"163","53.44%","5","305","142","46.56%"
"124","41.33%","6","300","176","58.67%"
"76","32.76%","7","232","156","67.24%"
"67","40.61%","8","165","98","59.39%"
"206","52.69%","9","391","185","47.31%"
"162","43.09%","10","376","214","56.91%"
"148","30.96%","11","478","330","69.04%"
"93","37.35%","12","249","156","62.65%"
"125","34.06%","13","367","242","65.94%"
"163","32.80%","14","497","334","67.20%"
"287","51.99%","15","552","265","48.01%"
"160","57.55%","16","278","118","42.45%"
"260","52.63%","17","494","234","47.37%"
"74","38.34%","18","193","119","61.66%"
"","%","","Votes Cast","","%"
"169","40.53%","19","417","248","59.47%"
"173","41.99%","20","412","239","58.01%"
"120","30.93%","21","388","268","69.07%"
"40","21.05%","22","190","150","78.95%"
"98","29.08%","23","337","239","70.92%"
"223","54.66%","24","408","185","45.34%"
"4672","40.20%","","","6951","59.80%"
"38","40.00%","25","95","57","60.00%"
"76","28.57%","26","266","190","71.43%"
"108","38.03%","27","284","176","61.97%"
"108","25.53%","28","423","315","74.47%"
"99","29.55%","29","335","236","70.45%"
"84","26.09%","30","322","238","73.91%"
"70","27.13%","31","258","188","72.87%"
"146","40.56%","32","360","214","59.44%"
"67","26.69%","33","251","184","73.31%"
"66","31.28%","34","211","145","68.72%"
"211","46.99%","35","449","238","53.01%"
"31","35.63%","36","87","56","64.37%"
"","%","","Votes Cast","","%"
"244","63.38%","1","385","141","36.62%"
"17","41.46%","2","41","24","58.54%"
"74","27.72%","3","267","193","72.28%"
"164","46.20%","4","355","191","53.80%"
"178","41.40%","5","430","252","58.60%"
"206","63.58%","6","324","118","36.42%"
"140","57.38%","7","244","104","42.62%"
"192","52.75%","8","364","172","47.25%"
"178","52.66%","9","338","160","47.34%"
"235","63.86%","10","368","133","36.14%"
"222","54.68%","11","406","184","45.32%"
"366","59.51%","12","615","249","40.49%"
"339","61.08%","13","555","216","38.92%"
"182","73.09%","14","249","67","26.91%"
"127","75.60%","15","168","41","24.40%"
"181","60.33%","16","300","119","39.67%"
"219","55.73%","17","393","174","44.27%"
"253","71.27%","18","355","102","28.73%"
"223","50.91%","19","438","215","49.09%"
"","%","","Votes Cast","","%"
"218","71.95%","20","303","85","28.05%"
"407","69.81%","21","583","176","30.19%"
"273","56.40%","22","484","211","43.60%"
"202","74.54%","23","271","69","25.46%"
"378","75.15%","24","503","125","24.85%"
"247","61.14%","25","404","157","38.86%"
"7679","61.39%","","","4829","38.61%"
"327","64.37%","26","508","181","35.63%"
"96","60.76%","27","158","62","39.24%"
"127","61.95%","28","205","78","38.05%"
"325","65.13%","29","499","174","34.87%"
"180","77.25%","30","233","53","22.75%"
"274","62.13%","31","441","167","37.87%"
"189","79.75%","32","237","48","20.25%"
"200","66.67%","33","300","100","33.33%"
"130","79.27%","34","164","34","20.73%"
"109","70.78%","35","154","45","29.22%"
"119","66.85%","36","178","59","33.15%"
"102","73.91%","37","138","36","26.09%"
"36","24.00%","38","150","114","76.00%"
"","%","","Votes Cast","","%"
"104","31.23%","1","333","229","68.77%"
"73","28.63%","2","255","182","71.37%"
"114","30.08%","3","379","265","69.92%"
"101","30.61%","4","330","229","69.39%"
"124","42.91%","5","289","165","57.09%"
"104","31.80%","6","327","223","68.20%"
"29","11.11%","7","261","232","88.89%"
"128","38.67%","8","331","203","61.33%"
"83","29.02%","9","286","203","70.98%"
"39","12.91%","10","302","263","87.09%"
"56","17.18%","11","326","270","82.82%"
"74","27.72%","12","267","193","72.28%"
"","%","","Votes Cast","","%"
"84","26.58%","13","316","232","73.42%"
"25","10.37%","14","241","216","89.63%"
"76","24.92%","15","305","229","75.08%"
"1757","25.24%","","","5204","74.76%"
"37","12.59%","16","294","257","87.41%"
"91","28.17%","17","323","232","71.83%"
"33","12.27%","18","269","236","87.73%"
"68","22.37%","19","304","236","77.63%"
"79","22.32%","20","354","275","77.68%"
"98","31.01%","21","316","218","68.99%"
"30","12.40%","22","242","212","87.60%"
"107","34.41%","23","311","204","65.59%"
"","%","","Votes Cast","","%"
"166","62.17%","1","267","101","37.83%"
"207","67.87%","2","305","98","32.13%"
"80","36.70%","3","218","138","63.30%"
"215","64.18%","4","335","120","35.82%"
"153","43.59%","5","351","198","56.41%"
"218","67.08%","6","325","107","32.92%"
"125","51.65%","7","242","117","48.35%"
"120","51.95%","8","231","111","48.05%"
"153","53.13%","9","288","135","46.88%"
"212","66.88%","10","317","105","33.12%"
"218","59.56%","11","366","148","40.44%"
"145","50.88%","12","285","140","49.12%"
"139","44.55%","13","312","173","55.45%"
"130","47.97%","14","271","141","52.03%"
"240","54.79%","15","438","198","45.21%"
"108","45.57%","16","237","129","54.43%"
"149","57.09%","17","261","112","42.91%"
"148","60.91%","18","243","95","39.09%"
"121","37.58%","19","322","201","62.42%"
"123","63.40%","20","194","71","36.60%"
"247","66.58%","21","371","124","33.42%"
"220","62.32%","22","353","133","37.68%"
"104","44.64%","23","233","129","55.36%"
"157","54.33%","24","289","132","45.67%"
"","%","","Votes Cast","","%"
"156","50.81%","25","307","151","49.19%"
"204","65.81%","26","310","106","34.19%"
"187","60.91%","27","307","120","39.09%"
"112","44.44%","28","252","140","55.56%"
"112","45.16%","29","248","136","54.84%"
"104","44.64%","30","233","129","55.36%"
"199","61.23%","31","325","126","38.77%"
"180","64.98%","32","277","97","35.02%"
"7887","55.61%","","","6295","44.39%"
"189","64.29%","33","294","105","35.71%"
"184","51.25%","34","359","175","48.75%"
"126","44.84%","35","281","155","55.16%"
"74","43.79%","36","169","95","56.21%"
"186","55.86%","37","333","147","44.14%"
"171","60.42%","38","283","112","39.58%"
"147","47.42%","39","310","163","52.58%"
"149","58.66%","40","254","105","41.34%"
"128","45.07%","41","284","156","54.93%"
"192","61.94%","42","310","118","38.06%"
"193","58.84%","43","328","135","41.16%"
"310","75.79%","44","409","99","24.21%"
"208","68.87%","45","302","94","31.13%"
"139","38.94%","46","357","218","61.06%"
"142","45.37%","47","313","171","54.63%"
"197","69.61%","48","283","86","30.39%"
"","%","","Votes Cast","","%"
"246","59.13%","1","416","170","40.87%"
"155","36.82%","2","421","266","63.18%"
"75","25.42%","3","295","220","74.58%"
"194","60.44%","4","321","127","39.56%"
"88","23.66%","5","372","284","76.34%"
"42","28.77%","6","146","104","71.23%"
"92","28.22%","7","326","234","71.78%"
"81","26.73%","8","303","222","73.27%"
"202","56.11%","9","360","158","43.89%"
"72","32.73%","10","220","148","67.27%"
"55","32.16%","11","171","116","67.84%"
"128","41.03%","12","312","184","58.97%"
"88","36.97%","13","238","150","63.03%"
"75","27.47%","14","273","198","72.53%"
"76","25.17%","15","302","226","74.83%"
"74","32.60%","16","227","153","67.40%"
"","%","","Votes Cast","","%"
"77","29.96%","17","257","180","70.04%"
"56","41.18%","18","136","80","58.82%"
"59","21.53%","19","274","215","78.47%"
"53","27.75%","20","191","138","72.25%"
"52","17.99%","21","289","237","82.01%"
"2962","35.61%","","","5355","64.39%"
"147","44.41%","22","331","184","55.59%"
"138","52.47%","23","263","125","47.53%"
"235","57.88%","24","406","171","42.12%"
"34","18.09%","25","188","154","81.91%"
"33","17.19%","26","192","159","82.81%"
"108","40.45%","27","267","159","59.55%"
"92","39.32%","28","234","142","60.68%"
"73","28.52%","29","256","183","71.48%"
"29","18.71%","30","155","126","81.29%"
"33","18.86%","31","175","142","81.14%"
"","%","","Votes Cast","","%"
"57","16.91%","1","337","280","83.09%"
"105","61.05%","2","172","67","38.95%"
"100","54.35%","3","184","84","45.65%"
"68","20.00%","4","340","272","80.00%"
"47","17.09%","5","275","228","82.91%"
"73","24.09%","6","303","230","75.91%"
"121","53.78%","7","225","104","46.22%"
"63","18.92%","8","333","270","81.08%"
"68","17.62%","9","386","318","82.38%"
"86","23.06%","10","373","287","76.94%"
"74","21.76%","11","340","266","78.24%"
"89","22.82%","12","390","301","77.18%"
"","%","","Votes Cast","","%"
"46","17.83%","13","258","212","82.17%"
"30","13.10%","14","229","199","86.90%"
"48","21.43%","15","224","176","78.57%"
"77","24.84%","16","310","233","75.16%"
"2014","31.73%","","","4333","68.27%"
"138","59.74%","17","231","93","40.26%"
"105","52.76%","18","199","94","47.24%"
"89","33.71%","19","264","175","66.29%"
"90","50.00%","20","180","90","50.00%"
"108","57.75%","21","187","79","42.25%"
"107","52.97%","22","202","95","47.03%"
"133","61.57%","23","216","83","38.43%"
"92","48.68%","24","189","97","51.32%"
"","%","","Votes Cast","","%"
"65","20.90%","1","311","246","79.10%"
"131","59.82%","2","219","88","40.18%"
"134","64.11%","3","209","75","35.89%"
"123","54.42%","4","226","103","45.58%"
"97","52.43%","5","185","88","47.57%"
"111","53.62%","6","207","96","46.38%"
"101","45.50%","7","222","121","54.50%"
"80","60.61%","8","132","52","39.39%"
"147","60.00%","9","245","98","40.00%"
"129","59.45%","10","217","88","40.55%"
"104","45.81%","11","227","123","54.19%"
"103","57.87%","12","178","75","42.13%"
"78","36.11%","13","216","138","63.89%"
"107","57.84%","14","185","78","42.16%"
"162","64.29%","15","252","90","35.71%"
"143","55.86%","16","256","113","44.14%"
"88","38.60%","17","228","140","61.40%"
"111","44.40%","18","250","139","55.60%"
"","%","","Votes Cast","","%"
"92","48.42%","19","190","98","51.58%"
"130","63.11%","20","206","76","36.89%"
"100","53.76%","21","186","86","46.24%"
"106","53.54%","22","198","92","46.46%"
"60","26.67%","23","225","165","73.33%"
"86","56.95%","24","151","65","43.05%"
"4023","51.61%","","","3772","48.39%"
"150","60.24%","25","249","99","39.76%"
"123","56.16%","26","219","96","43.84%"
"106","56.08%","27","189","83","43.92%"
"160","57.76%","28","277","117","42.24%"
"109","54.77%","29","199","90","45.23%"
"122","58.37%","30","209","87","41.63%"
"154","62.60%","31","246","92","37.40%"
"60","25.64%","32","234","174","74.36%"
"134","57.02%","33","235","101","42.98%"
"129","61.72%","34","209","80","38.28%"
"72","32.73%","35","220","148","67.27%"
"116","61.70%","36","188","72","38.30%"
"","%","","Votes Cast","","%"
"78","30.12%","1","259","181","69.88%"
"128","54.01%","2","237","109","45.99%"
"129","57.08%","3","226","97","42.92%"
"196","65.33%","4","300","104","34.67%"
"128","55.90%","5","229","101","44.10%"
"114","50.89%","6","224","110","49.11%"
"62","34.25%","7","181","119","65.75%"
"123","53.25%","8","231","108","46.75%"
