"Elec"
"Emanuel","Emanuel_Pct","Fioretti","Fioretti_Pct","Garcia","Garcia_Pct","Pct","Votes Cast","Walls","Walls_Pct","Wilson","Wilson_Pct"
"2381","40.61%","291","4.96%","2996","51.10%","","","54","0.92%","141","2.40%"
"69","40.12%","10","5.81%","90","52.33%","35","172","1","0.58%","2","1.16%"
"73","41.71%","17","9.71%","82","46.86%","36","175","1","0.57%","2","1.14%"
"64","46.38%","6","4.35%","63","45.65%","37","138","2","1.45%","3","2.17%"
"56","43.75%","2","1.56%","67","52.34%","38","128","0","0.00%","3","2.34%"
"33","22.60%","6","4.11%","102","69.86%","39","146","1","0.68%","4","2.74%"
"49","32.89%","12","8.05%","81","54.36%","40","149","4","2.68%","3","2.01%"
"50","39.37%","0","0.00%","75","59.06%","41","127","1","0.79%","1","0.79%"
"","%","","%","","%","","Votes Cast","","%","","%"
"99","53.80%","15","8.15%","64","34.78%","1","184","2","1.09%","4","2.17%"
"93","54.71%","19","11.18%","53","31.18%","2","170","2","1.18%","3","1.76%"
"93","32.63%","22","7.72%","162","56.84%","3","285","2","0.70%","6","2.11%"
"114","53.52%","31","14.55%","62","29.11%","4","213","1","0.47%","5","2.35%"
"107","50.71%","31","14.69%","71","33.65%","5","211","2","0.95%","0","0.00%"
"97","59.51%","12","7.36%","49","30.06%","6","163","0","0.00%","5","3.07%"
"108","54.82%","17","8.63%","62","31.47%","7","197","3","1.52%","7","3.55%"
"109","66.06%","11","6.67%","42","25.45%","8","165","1","0.61%","2","1.21%"
"110","51.89%","17","8.02%","81","38.21%","9","212","1","0.47%","3","1.42%"
"112","57.73%","13","6.70%","60","30.93%","10","194","0","0.00%","9","4.64%"
"72","29.88%","10","4.15%","152","63.07%","11","241","1","0.41%","6","2.49%"
"66","30.56%","13","6.02%","128","59.26%","12","216","3","1.39%","6","2.78%"
"114","65.90%","16","9.25%","38","21.97%","13","173","1","0.58%","4","2.31%"
"63","30.58%","21","10.19%","119","57.77%","14","206","1","0.49%","2","0.97%"
"96","48.73%","17","8.63%","75","38.07%","15","197","0","0.00%","9","4.57%"
"85","39.17%","22","10.14%","104","47.93%","16","217","3","1.38%","3","1.38%"
"75","30.74%","22","9.02%","139","56.97%","17","244","2","0.82%","6","2.46%"
"118","69.01%","12","7.02%","40","23.39%","18","171","0","0.00%","1","0.58%"
"68","40.24%","16","9.47%","79","46.75%","19","169","2","1.18%","4","2.37%"
"61","22.76%","13","4.85%","180","67.16%","20","268","4","1.49%","10","3.73%"
"122","49.59%","20","8.13%","97","39.43%","21","246","5","2.03%","2","0.81%"
"86","30.28%","20","7.04%","166","58.45%","22","284","4","1.41%","8","2.82%"
"","%","","%","","%","","Votes Cast","","%","","%"
"110","52.38%","30","14.29%","68","32.38%","23","210","0","0.00%","2","0.95%"
"62","62.63%","10","10.10%","24","24.24%","24","99","0","0.00%","3","3.03%"
"92","49.73%","16","8.65%","74","40.00%","25","185","1","0.54%","2","1.08%"
"85","33.73%","26","10.32%","140","55.56%","26","252","1","0.40%","0","0.00%"
"127","64.47%","5","2.54%","58","29.44%","27","197","1","0.51%","6","3.05%"
"75","31.78%","14","5.93%","137","58.05%","28","236","3","1.27%","7","2.97%"
"107","44.96%","14","5.88%","112","47.06%","29","238","0","0.00%","5","2.10%"
"112","71.79%","6","3.85%","33","21.15%","30","156","0","0.00%","5","3.21%"
"110","57.89%","16","8.42%","59","31.05%","31","190","1","0.53%","4","2.11%"
"104","51.74%","21","10.45%","73","36.32%","32","201","0","0.00%","3","1.49%"
"115","58.67%","20","10.20%","54","27.55%","33","196","2","1.02%","5","2.55%"
"73","39.89%","20","10.93%","82","44.81%","34","183","0","0.00%","8","4.37%"
"97","55.11%","14","7.95%","64","36.36%","35","176","1","0.57%","0","0.00%"
"104","56.83%","19","10.38%","53","28.96%","36","183","1","0.55%","6","3.28%"
"4111","47.61%","712","8.25%","3559","41.22%","","","64","0.74%","188","2.18%"
"57","36.31%","20","12.74%","72","45.86%","37","157","3","1.91%","5","3.18%"
"90","52.94%","12","7.06%","66","38.82%","38","170","1","0.59%","1","0.59%"
"116","67.05%","8","4.62%","43","24.86%","39","173","1","0.58%","5","2.89%"
"128","59.53%","15","6.98%","70","32.56%","40","215","1","0.47%","1","0.47%"
"111","57.51%","6","3.11%","64","33.16%","41","193","2","1.04%","10","5.18%"
"91","49.73%","18","9.84%","68","37.16%","42","183","2","1.09%","4","2.19%"
"77","35.81%","12","5.58%","122","56.74%","43","215","3","1.40%","1","0.47%"
"","%","","%","","%","","Votes Cast","","%","","%"
"86","31.97%","18","6.69%","152","56.51%","1","269","2","0.74%","11","4.09%"
"138","39.88%","15","4.34%","168","48.55%","2","346","8","2.31%","17","4.91%"
"94","30.62%","17","5.54%","184","59.93%","3","307","2","0.65%","10","3.26%"
"106","37.32%","18","6.34%","155","54.58%","4","284","1","0.35%","4","1.41%"
"102","47.22%","21","9.72%","89","41.20%","5","216","1","0.46%","3","1.39%"
"101","42.08%","16","6.67%","116","48.33%","6","240","3","1.25%","4","1.67%"
"130","42.76%","21","6.91%","133","43.75%","7","304","7","2.30%","13","4.28%"
"208","44.92%","36","7.78%","203","43.84%","8","463","4","0.86%","12","2.59%"
"141","47.64%","15","5.07%","131","44.26%","9","296","3","1.01%","6","2.03%"
"168","53.33%","18","5.71%","106","33.65%","10","315","5","1.59%","18","5.71%"
"103","37.05%","17","6.12%","151","54.32%","11","278","2","0.72%","5","1.80%"
"119","40.89%","18","6.19%","148","50.86%","12","291","4","1.37%","2","0.69%"
"75","30.12%","19","7.63%","143","57.43%","13","249","7","2.81%","5","2.01%"
"37","31.90%","8","6.90%","68","58.62%","14","116","0","0.00%","3","2.59%"
"","%","","%","","%","","Votes Cast","","%","","%"
"124","37.24%","25","7.51%","172","51.65%","15","333","1","0.30%","11","3.30%"
"183","44.31%","22","5.33%","184","44.55%","16","413","5","1.21%","19","4.60%"
"124","38.99%","21","6.60%","157","49.37%","17","318","5","1.57%","11","3.46%"
"93","30.29%","17","5.54%","184","59.93%","18","307","5","1.63%","8","2.61%"
"94","38.52%","16","6.56%","117","47.95%","19","244","7","2.87%","10","4.10%"
"125","39.31%","25","7.86%","153","48.11%","20","318","2","0.63%","13","4.09%"
"119","40.89%","15","5.15%","145","49.83%","21","291","4","1.37%","8","2.75%"
"180","50.70%","14","3.94%","154","43.38%","22","355","1","0.28%","6","1.69%"
"118","37.34%","22","6.96%","154","48.73%","23","316","8","2.53%","14","4.43%"
"222","45.31%","43","8.78%","207","42.24%","24","490","3","0.61%","15","3.06%"
"3332","40.02%","532","6.39%","4084","49.06%","","","105","1.26%","272","3.27%"
"131","39.22%","17","5.09%","160","47.90%","25","334","7","2.10%","19","5.69%"
"54","27.27%","12","6.06%","124","62.63%","26","198","3","1.52%","5","2.53%"
"83","37.56%","13","5.88%","113","51.13%","27","221","2","0.90%","10","4.52%"
"74","34.74%","13","6.10%","113","53.05%","28","213","3","1.41%","10","4.69%"
"","%","","%","","%","","Votes Cast","","%","","%"
"145","47.70%","10","3.29%","81","26.64%","1","304","15","4.93%","53","17.43%"
"114","46.91%","2","0.82%","51","20.99%","2","243","16","6.58%","60","24.69%"
"130","50.98%","9","3.53%","53","20.78%","3","255","15","5.88%","48","18.82%"
"89","43.41%","3","1.46%","53","25.85%","4","205","12","5.85%","48","23.41%"
"108","47.16%","12","5.24%","58","25.33%","5","229","12","5.24%","39","17.03%"
"136","43.73%","12","3.86%","57","18.33%","6","311","25","8.04%","81","26.05%"
"154","52.03%","7","2.36%","55","18.58%","7","296","19","6.42%","61","20.61%"
"67","36.22%","9","4.86%","45","24.32%","8","185","13","7.03%","51","27.57%"
"83","42.35%","7","3.57%","32","16.33%","9","196","4","2.04%","70","35.71%"
"121","47.08%","9","3.50%","56","21.79%","10","257","6","2.33%","65","25.29%"
"90","45.45%","5","2.53%","37","18.69%","11","198","16","8.08%","50","25.25%"
"128","44.76%","7","2.45%","76","26.57%","12","286","18","6.29%","57","19.93%"
"100","36.90%","8","2.95%","56","20.66%","13","271","17","6.27%","90","33.21%"
"82","43.39%","11","5.82%","25","13.23%","14","189","15","7.94%","56","29.63%"
"78","44.57%","6","3.43%","29","16.57%","15","175","13","7.43%","49","28.00%"
"80","40.82%","6","3.06%","40","20.41%","16","196","7","3.57%","63","32.14%"
"148","48.21%","9","2.93%","69","22.48%","17","307","19","6.19%","62","20.20%"
"86","45.26%","4","2.11%","35","18.42%","18","190","10","5.26%","55","28.95%"
"104","43.70%","10","4.20%","43","18.07%","19","238","18","7.56%","63","26.47%"
"168","51.53%","11","3.37%","64","19.63%","20","326","13","3.99%","70","21.47%"
"155","44.93%","18","5.22%","74","21.45%","21","345","16","4.64%","82","23.77%"
"135","50.94%","6","2.26%","54","20.38%","22","265","20","7.55%","50","18.87%"
"101","47.42%","6","2.82%","43","20.19%","23","213","6","2.82%","57","26.76%"
"92","43.19%","7","3.29%","50","23.47%","24","213","14","6.57%","50","23.47%"
"133","44.93%","4","1.35%","62","20.95%","25","296","19","6.42%","78","26.35%"
"130","47.27%","9","3.27%","52","18.91%","26","275","13","4.73%","71","25.82%"
"88","40.55%","6","2.76%","36","16.59%","27","217","18","8.29%","69","31.80%"
"","%","","%","","%","","Votes Cast","","%","","%"
"80","50.31%","7","4.40%","17","10.69%","28","159","6","3.77%","49","30.82%"
"74","37.19%","4","2.01%","39","19.60%","29","199","17","8.54%","65","32.66%"
"127","44.56%","11","3.86%","59","20.70%","30","285","20","7.02%","68","23.86%"
"87","48.60%","4","2.23%","22","12.29%","31","179","11","6.15%","55","30.73%"
"119","50.64%","6","2.55%","36","15.32%","32","235","11","4.68%","63","26.81%"
"91","44.17%","8","3.88%","29","14.08%","33","206","9","4.37%","69","33.50%"
"121","44.65%","7","2.58%","64","23.62%","34","271","22","8.12%","57","21.03%"
"110","42.47%","8","3.09%","56","21.62%","35","259","21","8.11%","64","24.71%"
"92","36.08%","11","4.31%","67","26.27%","36","255","10","3.92%","75","29.41%"
"66","43.14%","3","1.96%","30","19.61%","37","153","8","5.23%","46","30.07%"
"69","47.26%","6","4.11%","20","13.70%","38","146","2","1.37%","49","33.56%"
"78","41.71%","7","3.74%","31","16.58%","39","187","21","11.23%","50","26.74%"
"113","43.30%","10","3.83%","58","22.22%","40","261","12","4.60%","68","26.05%"
"85","47.49%","10","5.59%","28","15.64%","41","179","14","7.82%","42","23.46%"
"122","44.36%","6","2.18%","69","25.09%","42","275","18","6.55%","60","21.82%"
"116","46.22%","12","4.78%","53","21.12%","43","251","17","6.77%","53","21.12%"
"132","50.77%","7","2.69%","46","17.69%","44","260","13","5.00%","62","23.85%"
"5722","45.46%","413","3.28%","2581","20.51%","","","743","5.90%","3127","24.85%"
"155","57.84%","8","2.99%","48","17.91%","45","268","18","6.72%","39","14.55%"
"89","50.00%","9","5.06%","39","21.91%","46","178","5","2.81%","36","20.22%"
"113","50.90%","1","0.45%","35","15.77%","47","222","14","6.31%","59","26.58%"
"120","40.00%","5","1.67%","76","25.33%","48","300","23","7.67%","76","25.33%"
"120","38.34%","17","5.43%","81","25.88%","49","313","22","7.03%","73","23.32%"
"85","40.48%","8","3.81%","34","16.19%","50","210","12","5.71%","71","33.81%"
"140","45.90%","13","4.26%","79","25.90%","51","305","13","4.26%","60","19.67%"
"108","49.32%","9","4.11%","58","26.48%","52","219","11","5.02%","33","15.07%"
"65","50.00%","3","2.31%","21","16.15%","53","130","4","3.08%","37","28.46%"
"","%","","%","","%","","Votes Cast","","%","","%"
"76","31.54%","15","6.22%","145","60.17%","1","241","1","0.41%","4","1.66%"
"88","30.14%","16","5.48%","183","62.67%","2","292","3","1.03%","2","0.68%"
"47","24.61%","8","4.19%","123","64.40%","3","191","4","2.09%","9","4.71%"
"102","40.00%","15","5.88%","133","52.16%","4","255","1","0.39%","4","1.57%"
"56","30.11%","10","5.38%","105","56.45%","5","186","2","1.08%","13","6.99%"
"63","34.24%","11","5.98%","102","55.43%","6","184","2","1.09%","6","3.26%"
"48","22.43%","11","5.14%","147","68.69%","7","214","1","0.47%","7","3.27%"
"42","23.08%","7","3.85%","125","68.68%","8","182","1","0.55%","7","3.85%"
"88","35.06%","11","4.38%","133","52.99%","9","251","3","1.20%","16","6.37%"
"73","26.26%","17","6.12%","181","65.11%","10","278","2","0.72%","5","1.80%"
"80","33.76%","14","5.91%","133","56.12%","11","237","2","0.84%","8","3.38%"
"24","18.18%","4","3.03%","100","75.76%","12","132","1","0.76%","3","2.27%"
"50","35.21%","2","1.41%","83","58.45%","13","142","1","0.70%","6","4.23%"
"50","29.76%","5","2.98%","108","64.29%","14","168","1","0.60%","4","2.38%"
"61","23.74%","16","6.23%","175","68.09%","15","257","2","0.78%","3","1.17%"
"35","26.72%","2","1.53%","86","65.65%","16","131","2","1.53%","6","4.58%"
"","%","","%","","%","","Votes Cast","","%","","%"
"83","40.49%","4","1.95%","104","50.73%","17","205","3","1.46%","11","5.37%"
"79","39.90%","2","1.01%","115","58.08%","18","198","2","1.01%","0","0.00%"
"36","26.28%","6","4.38%","91","66.42%","19","137","1","0.73%","3","2.19%"
"60","39.74%","8","5.30%","76","50.33%","20","151","2","1.32%","5","3.31%"
"68","36.56%","9","4.84%","104","55.91%","21","186","0","0.00%","5","2.69%"
"99","44.39%","16","7.17%","105","47.09%","22","223","0","0.00%","3","1.35%"
"86","38.74%","16","7.21%","111","50.00%","23","222","3","1.35%","6","2.70%"
"68","36.56%","16","8.60%","97","52.15%","24","186","1","0.54%","4","2.15%"
"82","37.10%","11","4.98%","122","55.20%","25","221","1","0.45%","5","2.26%"
"70","38.04%","20","10.87%","86","46.74%","26","184","2","1.09%","6","3.26%"
"2110","33.63%","336","5.36%","3580","57.06%","","","60","0.96%","188","3.00%"
"74","38.14%","11","5.67%","99","51.03%","27","194","2","1.03%","8","4.12%"
"73","35.61%","8","3.90%","117","57.07%","28","205","4","1.95%","3","1.46%"
"71","39.89%","8","4.49%","88","49.44%","29","178","0","0.00%","11","6.18%"
"88","43.56%","14","6.93%","84","41.58%","30","202","7","3.47%","9","4.46%"
"90","37.34%","23","9.54%","119","49.38%","31","241","3","1.24%","6","2.49%"
"","%","","%","","%","","Votes Cast","","%","","%"
"88","39.82%","20","9.05%","103","46.61%","1","221","4","1.81%","6","2.71%"
"56","31.28%","8","4.47%","102","56.98%","2","179","4","2.23%","9","5.03%"
"82","40.00%","19","9.27%","88","42.93%","3","205","2","0.98%","14","6.83%"
"71","35.32%","7","3.48%","107","53.23%","4","201","0","0.00%","16","7.96%"
"86","40.95%","12","5.71%","85","40.48%","5","210","1","0.48%","26","12.38%"
"62","36.47%","3","1.76%","91","53.53%","6","170","0","0.00%","14","8.24%"
"157","48.16%","58","17.79%","97","29.75%","7","326","2","0.61%","12","3.68%"
"39","26.71%","10","6.85%","87","59.59%","8","146","0","0.00%","10","6.85%"
"43","28.10%","7","4.58%","93","60.78%","9","153","2","1.31%","8","5.23%"
"76","35.68%","14","6.57%","105","49.30%","10","213","4","1.88%","14","6.57%"
"55","41.35%","8","6.02%","69","51.88%","11","133","0","0.00%","1","0.75%"
"45","35.71%","5","3.97%","72","57.14%","12","126","0","0.00%","4","3.17%"
"36","26.09%","3","2.17%","90","65.22%","13","138","0","0.00%","9","6.52%"
"96","39.67%","35","14.46%","103","42.56%","14","242","1","0.41%","7","2.89%"
"107","39.93%","42","15.67%","109","40.67%","15","268","1","0.37%","9","3.36%"
"","%","","%","","%","","Votes Cast","","%","","%"
"106","44.73%","25","10.55%","91","38.40%","16","237","2","0.84%","13","5.49%"
"119","46.12%","23","8.91%","110","42.64%","17","258","0","0.00%","6","2.33%"
"116","49.15%","21","8.90%","87","36.86%","18","236","5","2.12%","7","2.97%"
"68","30.36%","27","12.05%","114","50.89%","19","224","4","1.79%","11","4.91%"
"89","38.36%","31","13.36%","103","44.40%","20","232","3","1.29%","6","2.59%"
"62","39.24%","10","6.33%","76","48.10%","21","158","3","1.90%","7","4.43%"
"28","23.73%","10","8.47%","76","64.41%","22","118","1","0.85%","3","2.54%"
"63","39.38%","6","3.75%","77","48.13%","23","160","0","0.00%","14","8.75%"
"88","40.18%","39","17.81%","88","40.18%","24","219","1","0.46%","3","1.37%"
"46","29.11%","5","3.16%","100","63.29%","25","158","0","0.00%","7","4.43%"
"2380","39.31%","611","10.09%","2731","45.10%","","","52","0.86%","281","4.64%"
"87","43.94%","35","17.68%","58","29.29%","26","198","4","2.02%","14","7.07%"
"94","47.96%","25","12.76%","65","33.16%","27","196","5","2.55%","7","3.57%"
"83","37.39%","33","14.86%","96","43.24%","28","222","1","0.45%","9","4.05%"
"128","46.21%","45","16.25%","91","32.85%","29","277","1","0.36%","12","4.33%"
"104","45.02%","25","10.82%","98","42.42%","30","231","1","0.43%","3","1.30%"
"","%","","%","","%","","Votes Cast","","%","","%"
"98","51.85%","4","2.12%","30","15.87%","1","189","8","4.23%","49","25.93%"
"45","35.43%","4","3.15%","39","30.71%","2","127","5","3.94%","34","26.77%"
"60","40.54%","5","3.38%","27","18.24%","3","148","10","6.76%","46","31.08%"
"70","37.04%","13","6.88%","47","24.87%","4","189","6","3.17%","53","28.04%"
"113","45.02%","7","2.79%","51","20.32%","5","251","12","4.78%","68","27.09%"
"91","38.24%","10","4.20%","47","19.75%","6","238","22","9.24%","68","28.57%"
"60","37.50%","12","7.50%","42","26.25%","7","160","12","7.50%","34","21.25%"
"60","45.80%","6","4.58%","30","22.90%","8","131","0","0.00%","35","26.72%"
"87","41.63%","12","5.74%","34","16.27%","9","209","10","4.78%","66","31.58%"
"98","39.68%","9","3.64%","74","29.96%","10","247","14","5.67%","52","21.05%"
"63","40.65%","10","6.45%","32","20.65%","11","155","9","5.81%","41","26.45%"
"60","38.22%","6","3.82%","50","31.85%","12","157","8","5.10%","33","21.02%"
"69","43.67%","2","1.27%","35","22.15%","13","158","9","5.70%","43","27.22%"
"90","41.28%","9","4.13%","40","18.35%","14","218","3","1.38%","76","34.86%"
"122","50.83%","12","5.00%","40","16.67%","15","240","10","4.17%","56","23.33%"
"109","43.95%","13","5.24%","45","18.15%","16","248","11","4.44%","70","28.23%"
"70","41.92%","6","3.59%","23","13.77%","17","167","6","3.59%","62","37.13%"
"93","42.47%","11","5.02%","44","20.09%","18","219","10","4.57%","61","27.85%"
"42","30.00%","11","7.86%","27","19.29%","19","140","9","6.43%","51","36.43%"
"51","32.90%","4","2.58%","32","20.65%","20","155","8","5.16%","60","38.71%"
"76","39.38%","12","6.22%","48","24.87%","21","193","6","3.11%","51","26.42%"
"","%","","%","","%","","Votes Cast","","%","","%"
"81","40.50%","10","5.00%","66","33.00%","22","200","4","2.00%","39","19.50%"
"93","37.96%","12","4.90%","46","18.78%","23","245","14","5.71%","80","32.65%"
"88","43.35%","5","2.46%","35","17.24%","24","203","13","6.40%","62","30.54%"
"97","44.29%","9","4.11%","38","17.35%","25","219","8","3.65%","67","30.59%"
"131","47.29%","11","3.97%","55","19.86%","26","277","10","3.61%","70","25.27%"
"67","31.90%","15","7.14%","41","19.52%","27","210","10","4.76%","77","36.67%"
"67","37.02%","4","2.21%","56","30.94%","28","181","10","5.52%","44","24.31%"
"85","36.32%","10","4.27%","55","23.50%","29","234","19","8.12%","65","27.78%"
"76","38.97%","13","6.67%","36","18.46%","30","195","9","4.62%","61","31.28%"
"109","44.31%","16","6.50%","46","18.70%","31","246","10","4.07%","65","26.42%"
"78","36.45%","7","3.27%","53","24.77%","32","214","21","9.81%","55","25.70%"
"119","50.64%","10","4.26%","39","16.60%","33","235","10","4.26%","57","24.26%"
"94","46.08%","7","3.43%","31","15.20%","34","204","12","5.88%","60","29.41%"
"3465","41.38%","373","4.45%","1754","20.95%","","","409","4.88%","2372","28.33%"
"110","44.53%","12","4.86%","44","17.81%","35","247","10","4.05%","71","28.74%"
"94","49.21%","5","2.62%","34","17.80%","36","191","7","3.66%","51","26.70%"
"85","39.91%","11","5.16%","33","15.49%","37","213","10","4.69%","74","34.74%"
"90","35.71%","17","6.75%","59","23.41%","38","252","15","5.95%","71","28.17%"
"75","38.07%","10","5.08%","52","26.40%","39","197","10","5.08%","50","25.38%"
"93","38.91%","5","2.09%","50","20.92%","40","239","15","6.28%","76","31.80%"
"106","45.69%","6","2.59%","48","20.69%","41","232","4","1.72%","68","29.31%"
"","%","","%","","%","","Votes Cast","","%","","%"
"118","50.64%","21","9.01%","86","36.91%","1","233","4","1.72%","4","1.72%"
"185","45.57%","96","23.65%","111","27.34%","2","406","1","0.25%","13","3.20%"
"125","51.02%","29","11.84%","83","33.88%","3","245","3","1.22%","5","2.04%"
"154","50.99%","53","17.55%","86","28.48%","4","302","2","0.66%","7","2.32%"
"134","46.21%","48","16.55%","101","34.83%","5","290","1","0.34%","6","2.07%"
"112","42.11%","45","16.92%","102","38.35%","6","266","2","0.75%","5","1.88%"
"139","43.71%","75","23.58%","93","29.25%","7","318","1","0.31%","10","3.14%"
"117","45.70%","34","13.28%","96","37.50%","8","256","3","1.17%","6","2.34%"
"174","51.79%","56","16.67%","98","29.17%","9","336","2","0.60%","6","1.79%"
"102","46.79%","36","16.51%","69","31.65%","10","218","5","2.29%","6","2.75%"
"106","47.32%","24","10.71%","89","39.73%","11","224","1","0.45%","4","1.79%"
"165","51.56%","63","19.69%","80","25.00%","12","320","2","0.63%","10","3.13%"
"127","39.94%","54","16.98%","123","38.68%","13","318","4","1.26%","10","3.14%"
"116","43.94%","41","15.53%","96","36.36%","14","264","5","1.89%","6","2.27%"
"115","48.94%","26","11.06%","88","37.45%","15","235","1","0.43%","5","2.13%"
"133","47.16%","50","17.73%","92","32.62%","16","282","0","0.00%","7","2.48%"
"143","42.43%","74","21.96%","107","31.75%","17","337","1","0.30%","12","3.56%"
"136","48.92%","37","13.31%","90","32.37%","18","278","6","2.16%","9","3.24%"
"166","60.81%","38","13.92%","60","21.98%","19","273","2","0.73%","7","2.56%"
"128","46.04%","55","19.78%","86","30.94%","20","278","2","0.72%","7","2.52%"
"90","40.36%","27","12.11%","98","43.95%","21","223","0","0.00%","8","3.59%"
"","%","","%","","%","","Votes Cast","","%","","%"
"124","50.20%","33","13.36%","82","33.20%","22","247","3","1.21%","5","2.02%"
"157","53.40%","43","14.63%","76","25.85%","23","294","4","1.36%","14","4.76%"
"184","50.83%","55","15.19%","111","30.66%","24","362","1","0.28%","11","3.04%"
"95","45.67%","33","15.87%","70","33.65%","25","208","1","0.48%","9","4.33%"
"154","58.11%","29","10.94%","73","27.55%","26","265","4","1.51%","5","1.89%"
"147","50.87%","45","15.57%","88","30.45%","27","289","3","1.04%","6","2.08%"
"171","48.44%","69","19.55%","106","30.03%","28","353","2","0.57%","5","1.42%"
"133","52.99%","42","16.73%","66","26.29%","29","251","2","0.80%","8","3.19%"
"123","42.56%","67","23.18%","91","31.49%","30","289","1","0.35%","7","2.42%"
"127","45.20%","36","12.81%","111","39.50%","31","281","1","0.36%","6","2.14%"
"112","50.00%","28","12.50%","71","31.70%","32","224","2","0.89%","11","4.91%"
"99","43.81%","26","11.50%","87","38.50%","33","226","2","0.88%","12","5.31%"
"101","44.30%","20","8.77%","94","41.23%","34","228","3","1.32%","10","4.39%"
"5408","48.09%","1705","15.16%","3723","33.11%","","","95","0.84%","315","2.80%"
"99","38.67%","34","13.28%","115","44.92%","35","256","2","0.78%","6","2.34%"
"117","52.94%","19","8.60%","78","35.29%","36","221","1","0.45%","6","2.71%"
"117","41.49%","31","10.99%","126","44.68%","37","282","1","0.35%","7","2.48%"
"128","50.79%","35","13.89%","69","27.38%","38","252","9","3.57%","11","4.37%"
"146","49.66%","27","9.18%","108","36.73%","39","294","1","0.34%","12","4.08%"
"144","55.17%","31","11.88%","78","29.89%","40","261","0","0.00%","8","3.07%"
"145","55.56%","20","7.66%","89","34.10%","41","261","4","1.53%","3","1.15%"
"","%","","%","","%","","Votes Cast","","%","","%"
"138","48.76%","38","13.43%","100","35.34%","1","283","2","0.71%","5","1.77%"
"245","70.20%","16","4.58%","71","20.34%","2","349","7","2.01%","10","2.87%"
"125","51.02%","21","8.57%","84","34.29%","3","245","1","0.41%","14","5.71%"
"139","48.94%","42","14.79%","94","33.10%","4","284","5","1.76%","4","1.41%"
"139","48.77%","26","9.12%","115","40.35%","5","285","2","0.70%","3","1.05%"
"108","43.03%","37","14.74%","102","40.64%","6","251","1","0.40%","3","1.20%"
"112","45.53%","23","9.35%","105","42.68%","7","246","1","0.41%","5","2.03%"
"106","35.22%","25","8.31%","157","52.16%","8","301","4","1.33%","9","2.99%"
"146","57.03%","23","8.98%","80","31.25%","9","256","3","1.17%","4","1.56%"
"68","51.13%","8","6.02%","52","39.10%","10","133","1","0.75%","4","3.01%"
"119","48.57%","27","11.02%","91","37.14%","11","245","2","0.82%","6","2.45%"
"125","44.64%","10","3.57%","129","46.07%","12","280","1","0.36%","15","5.36%"
"103","45.78%","26","11.56%","87","38.67%","13","225","0","0.00%","9","4.00%"
"97","49.24%","21","10.66%","68","34.52%","14","197","2","1.02%","9","4.57%"
"204","62.39%","36","11.01%","78","23.85%","15","327","2","0.61%","7","2.14%"
"80","46.78%","6","3.51%","78","45.61%","16","171","4","2.34%","3","1.75%"
"140","46.36%","37","12.25%","116","38.41%","17","302","2","0.66%","7","2.32%"
"108","42.19%","15","5.86%","130","50.78%","18","256","0","0.00%","3","1.17%"
"129","47.96%","31","11.52%","103","38.29%","19","269","2","0.74%","4","1.49%"
"151","45.62%","46","13.90%","120","36.25%","20","331","2","0.60%","12","3.63%"
"111","45.49%","38","15.57%","80","32.79%","21","244","3","1.23%","12","4.92%"
"64","37.21%","16","9.30%","82","47.67%","22","172","0","0.00%","10","5.81%"
"153","50.83%","43","14.29%","91","30.23%","23","301","2","0.66%","12","3.99%"
"","%","","%","","%","","Votes Cast","","%","","%"
"168","43.30%","57","14.69%","149","38.40%","24","388","3","0.77%","11","2.84%"
"78","45.61%","15","8.77%","70","40.94%","25","171","2","1.17%","6","3.51%"
"130","46.59%","36","12.90%","107","38.35%","26","279","2","0.72%","4","1.43%"
"33","52.38%","10","15.87%","18","28.57%","27","63","0","0.00%","2","3.17%"
"125","40.72%","33","10.75%","134","43.65%","28","307","2","0.65%","13","4.23%"
"61","54.46%","12","10.71%","36","32.14%","29","112","0","0.00%","3","2.68%"
"119","39.67%","22","7.33%","140","46.67%","30","300","7","2.33%","12","4.00%"
"91","43.54%","23","11.00%","89","42.58%","31","209","2","0.96%","4","1.91%"
"123","52.12%","15","6.36%","89","37.71%","32","236","1","0.42%","8","3.39%"
"114","45.24%","13","5.16%","108","42.86%","33","252","4","1.59%","13","5.16%"
"129","49.81%","22","8.49%","93","35.91%","34","259","5","1.93%","10","3.86%"
"110","38.19%","18","6.25%","138","47.92%","35","288","8","2.78%","14","4.86%"
"61","54.46%","12","10.71%","30","26.79%","36","112","1","0.89%","8","7.14%"
"172","53.42%","28","8.70%","107","33.23%","37","322","1","0.31%","14","4.35%"
"113","62.78%","19","10.56%","47","26.11%","38","180","1","0.56%","0","0.00%"
"5499","48.48%","1187","10.47%","4202","37.05%","","","99","0.87%","355","3.13%"
"82","46.86%","11","6.29%","78","44.57%","39","175","1","0.57%","3","1.71%"
"126","53.16%","33","13.92%","73","30.80%","40","237","1","0.42%","4","1.69%"
"161","47.08%","48","14.04%","114","33.33%","41","342","1","0.29%","18","5.26%"
"170","53.46%","45","14.15%","92","28.93%","42","318","1","0.31%","10","3.14%"
"158","51.13%","39","12.62%","105","33.98%","43","309","3","0.97%","4","1.29%"
"112","46.47%","30","12.45%","85","35.27%","44","241","2","0.83%","12","4.98%"
"153","52.94%","35","12.11%","87","30.10%","45","289","2","0.69%","12","4.15%"
"","%","","%","","%","","Votes Cast","","%","","%"
